repeat,alpha,delta,method,threshold,fdp,pool_risk,supp_genes,supp_terms,calls,genes
5,0.2,0.1,Empirical Bernstein,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
5,0.2,0.1,Platt calibration,19.339709,0.15745269449631324,0.15689056503360685,807,1908,3422,1106
5,0.2,0.1,Isotonic calibration,18.432684,0.16527985835740278,0.16643071790098934,828,1996,3652,1133
6,0.05,0.5,Multilabel,34.973566,0.04133805164499833,0.04012116766856103,391,780,1122,465
6,0.05,0.5,Hoeffding/LTT,36.111663,0.03687206708208324,0.03714890954227447,373,735,1035,439
6,0.05,0.5,Hoeffding-Bentkus,34.973566,0.04133805164499833,0.04012116766856103,391,780,1122,465
6,0.05,0.5,IID-normal,34.973566,0.04133805164499833,0.04012116766856103,391,780,1122,465
6,0.05,0.5,Empirical Bernstein,34.973566,0.04133805164499833,0.04012116766856103,391,780,1122,465
6,0.05,0.5,Platt calibration,40.394661,0.02581429340718517,0.025018165746838735,309,618,841,353
6,0.05,0.5,Isotonic calibration,35.538059,0.038507577505962,0.03804441674702338,383,762,1086,450
6,0.05,0.1,Multilabel,34.973566,0.04133805164499833,0.04012116766856103,391,780,1122,465
6,0.05,0.1,Hoeffding/LTT,37.286795,0.03147472882529425,0.03193820397611867,355,698,968,410
6,0.05,0.1,Hoeffding-Bentkus,35.538059,0.038507577505962,0.03804441674702338,383,762,1086,450
6,0.05,0.1,IID-normal,34.973566,0.04133805164499833,0.04012116766856103,391,780,1122,465
6,0.05,0.1,Empirical Bernstein,36.111663,0.03687206708208324,0.03714890954227447,373,735,1035,439
6,0.05,0.1,Platt calibration,40.394661,0.02581429340718517,0.025018165746838735,309,618,841,353
6,0.05,0.1,Isotonic calibration,35.538059,0.038507577505962,0.03804441674702338,383,762,1086,450
