repeat,rule,label,fdp,correct,total,units,supp_units,fmax,prec,rec
60,Fmax,score>=5.12019,0.5478381744374701,5784.0,20008.0,2371,1506,0.34073669700117504,0.2822873350098406,0.4297110666230209
60,Fmax-full,score>=1,0.7817768257664707,12240.0,79543.0,2900,2147,0.06865097794878211,0.1632475784897919,0.04346464579196878
60,Top-1,top1,0.5990306946688206,1046.0,2900.0,2900,1046,,,
60,Top-3,top3,0.6368336025848143,2762.0,8503.0,2900,1466,,,
61,Fmax,score>=5.12019,0.5505953724393778,5569.0,19973.0,2367,1506,0.343079793322801,0.2843619899990828,0.4323570405033484
61,Fmax-full,score>=1,0.7818275480659713,11887.0,80671.0,2899,2162,0.0689237142353814,0.16339354469696893,0.043673088416202016
61,Top-1,top1,0.5996768982229402,1043.0,2899.0,2899,1043,,,
61,Top-3,top3,0.6373182552504039,2753.0,8505.0,2899,1466,,,
62,Fmax,score>=5.12019,0.5431258992088652,5514.0,19697.0,2343,1490,0.34054807564919803,0.28328560756683935,0.42682518584618223
62,Fmax-full,score>=1,0.7882873967561245,11710.0,79782.0,2911,2118,0.06963914234810163,0.16485822307136397,0.044142972478627404
62,Top-1,top1,0.592891760904685,1076.0,2911.0,2911,1076,,,
62,Top-3,top3,0.6395261173936457,2767.0,8517.0,2911,1459,,,
63,Fmax,score>=5.12019,0.5485987433597771,5467.0,19496.0,2346,1478,0.3434071059806409,0.28596562015650473,0.42972540434209594
63,Fmax-full,score>=1,0.7884120640520149,11585.0,80038.0,2905,2113,0.06966613447501714,0.16565162147512064,0.04410807092673251
63,Top-1,top1,0.6058158319870759,1030.0,2905.0,2905,1030,,,
63,Top-3,top3,0.6467959073774906,2677.0,8510.0,2905,1458,,,
64,Fmax,score>=5.12019,0.543907800255567,5648.0,19868.0,2345,1505,0.3415497016459126,0.28346436367386557,0.4295748840805999
64,Fmax-full,score>=1,0.7847217539150927,11901.0,81021.0,2899,2137,0.06914077497534331,0.1647092860458283,0.04375374238223988
64,Top-1,top1,0.6012924071082391,1038.0,2899.0,2899,1038,,,
64,Top-3,top3,0.6351103931071622,2764.0,8472.0,2899,1464,,,
65,Fmax,score>=5.12019,0.5574775793763737,5652.0,20045.0,2397,1507,0.3420137323688198,0.2843311303264972,0.42905705961471563
65,Fmax-full,score>=1,0.7925087368058598,12124.0,82970.0,2921,2130,0.0689741443534595,0.16555283398864248,0.043561586610405933
65,Top-1,top1,0.6054927302100162,1047.0,2921.0,2921,1047,,,
65,Top-3,top3,0.6474959612277867,2735.0,8594.0,2921,1446,,,
66,Fmax,score>=5.21146,0.542433410545337,5449.0,19295.0,2350,1491,0.34176932723170433,0.2840127762175293,0.42901297131529514
66,Fmax-full,score>=1,0.7877821608921568,11708.0,80248.0,2919,2198,0.06896274034513002,0.16364360326959504,0.0436865755988623
66,Top-1,top1,0.6016155088852989,1057.0,2919.0,2919,1057,,,
66,Top-3,top3,0.6407646742057082,2777.0,8542.0,2919,1482,,,
67,Fmax,score>=5.21146,0.5447036261271373,5579.0,19396.0,2372,1517,0.3406796136930377,0.2824141317144989,0.4292363010318627
67,Fmax-full,score>=1,0.7857763805741611,12121.0,80215.0,2925,2198,0.06895148050063676,0.16198833513857527,0.043796989393189385
67,Top-1,top1,0.6022617124394184,1061.0,2925.0,2925,1061,,,
67,Top-3,top3,0.6359719978459882,2839.0,8578.0,2925,1500,,,
68,Fmax,score>=5.21146,0.5430506762302604,5600.0,19049.0,2344,1454,0.34198454193416716,0.28514408511974115,0.42712798766607085
68,Fmax-full,score>=1,0.7870781032004707,11901.0,79929.0,2908,2112,0.06892045519185147,0.16467623480485982,0.04357974608997404
68,Top-1,top1,0.6006462035541196,1049.0,2908.0,2908,1049,,,
68,Top-3,top3,0.6441033925686591,2723.0,8517.0,2908,1435,,,
69,Fmax,score>=5.21146,0.5461834197555184,5338.0,19016.0,2352,1481,0.34260949182816813,0.28587007889331356,0.42744956048909316
69,Fmax-full,score>=1,0.7875624165037622,11543.0,80064.0,2903,2131,0.06961591002285836,0.16551038655378095,0.044077818760559835
69,Top-1,top1,0.6025848142164781,1038.0,2903.0,2903,1038,,,
69,Top-3,top3,0.648626817447496,2656.0,8497.0,2903,1430,,,
70,Fmax,score>=5.12019,0.5505988115933445,5624.0,19533.0,2378,1516,0.3407545933726744,0.2829290016781785,0.42828918907613617
70,Fmax-full,score>=1,0.790254304513841,11930.0,80657.0,2924,2159,0.0687450890490016,0.16415510297849345,0.04347601598601939
70,Top-1,top1,0.5993537964458805,1069.0,2924.0,2924,1069,,,
70,Top-3,top3,0.6418416801292407,2792.0,8581.0,2924,1479,,,
71,Fmax,score>=5.20283,0.5452851875460178,5237.0,18968.0,2332,1449,0.3443158213934948,0.2876704448723712,0.42873912438917217
71,Fmax-full,score>=1,0.792248916242711,11308.0,80146.0,2911,2104,0.07029473698836232,0.16666235827015494,0.04454049937736083
71,Top-1,top1,0.6096930533117932,1024.0,2911.0,2911,1024,,,
71,Top-3,top3,0.6516962843295638,2649.0,8528.0,2911,1410,,,
72,Fmax,score>=5.12019,0.5400318511628108,5594.0,19652.0,2342,1475,0.33996678242651085,0.2816812315599389,0.4286665779129934
72,Fmax-full,score>=1,0.7903019435783676,11644.0,80120.0,2922,2112,0.06898960746760889,0.16442321391419784,0.04365285841162
72,Top-1,top1,0.6019386106623587,1059.0,2922.0,2922,1059,,,
72,Top-3,top3,0.6466882067851373,2733.0,8528.0,2922,1442,,,
