gene,community
SEC14L2,14
SEC14L3,6053
SEC14L4,6054
SEC16A,27
SEC16B,6055
SEC22A,14
SEC22C,6056
SEC23A,37
SEC23B,30
SEC23IP,30
SEC24A,30
SEC24B,60
SEC24C,30
SEC24D,6057
SEC31A,30
SEC61A1,27
SEC61A2,6058
SEC61B,41
SEC61G,14
SEC62,73
SEC63,73
SECISBP2,70
SECISBP2L,60
SECTM1,14
SEH1L,71
SEL1L,73
SEL1L2,6059
SEL1L3,55
SELE,6060
SELENBP1,60
SELL,21
SELP,6061
SELPLG,27
SEMA3A,6062
SEMA3C,63
SEMA3D,6063
SEMA3E,6064
SEMA3F,54
SEMA3G,50
SEMA4A,6065
SEMA4B,14
SEMA4C,14
SEMA4D,14
SEMA4F,73
SEMA4G,60
SEMA5A,6066
SEMA5B,41
SEMA6A,6067
SEMA6B,6068
SEMA6C,73
SEMA6D,6069
SEMA7A,60
SEMG1,6070
SEMG2,6071
SENP1,65
SENP2,8
SENP6,6072
SENP7,63
SENP8,11
SEPHS1,70
SEPHS2,70
SEPSECS,70
SERAC1,10
SERBP1,10
SERF1A,6073
SERF2,60
SERGEF,60
SERHL2,14
SERINC1,6074
SERINC2,14
SERINC3,73
SERINC4,71
SERINC5,6075
SERP1,73
SERP2,41
SERPINA1,6076
SERPINA10,6077
SERPINA11,6078
SERPINA12,6079
SERPINA3,3
SERPINA4,6080
SERPINA6,6081
SERPINA9,6082
SERPINB10,6083
SERPINB12,6084
SERPINB13,6085
SERPINB2,6086
SERPINB3,6087
SERPINB4,6088
SERPINB5,6089
SERPINB7,6090
SERPINB8,14
SERPINC1,6091
SERPIND1,6092
SERPINE1,0
SERPINE2,2
SERPINE3,6093
SERPINF1,6094
SERPINF2,6095
SERPINH1,60
SERPINI1,6096
SERPINI2,6097
SERTAD1,14
SERTAD2,6098
SERTAD3,60
SERTAD4,6099
SERTM1,6100
SESN1,6101
SESN2,6102
SESN3,6103
SESTD1,6104
SET,14
SETBP1,6105
SETD1A,50
SETD1B,50
SETD2,14
SETD3,10
SETD4,6106
SETD5,70
SETD6,6107
SETD7,14
SETD9,14
SETDB1,71
SETDB2,63
SETMAR,73
SETX,6108
SEZ6,6109
SEZ6L,6110
SEZ6L2,6111
SF1,27
SF3A1,27
SF3A2,27
SF3A3,27
SF3B1,27
SF3B2,27
SF3B3,27
SF3B4,27
SF3B5,60
SF3B6,6112
SFI1,4
SFMBT1,6113
SFMBT2,10
SFN,6114
SFPQ,27
SFR1,45
SFRP1,6115
SFRP2,6116
SFRP4,60
SFRP5,6117
SFSWAP,8
SFT2D1,45
SFT2D2,60
SFT2D3,14
SFTA2,6118
SFTA3,54
SFTPA1,6119
SFTPA2,6120
SFTPB,41
SFTPC,6121
SFTPD,6122
SFXN1,63
SFXN2,6123
SFXN3,6124
SFXN4,0
SFXN5,63
SGCA,6125
SGCB,6126
SGCD,6127
SGCE,14
SGCG,6128
SGCZ,6129
SGIP1,6130
SGK1,56
SGK2,6131
SGK3,6132
SGMS1,11
SGMS2,6133
SGPL1,48
SGPP1,14
SGPP2,6134
SGSH,60
SGSM1,6135
SGSM2,6136
SGSM3,6137
SGTA,14
SGTB,6138
SH2B1,63
SH2B3,6139
SH2D1B,6140
SH2D2A,6141
SH2D3A,6142
SH2D3C,6143
SH2D4A,6144
SH2D4B,6145
SH2D5,6146
SH2D6,6147
SH2D7,6148
SH3BGR,6149
SH3BGRL2,6150
SH3BGRL3,60
SH3BP1,14
SH3BP2,6151
SH3BP4,6152
SH3BP5,6153
SH3BP5L,60
SH3D19,14
SH3D21,6154
SH3GL1,52
SH3GL2,6155
SH3GL3,6156
SH3GLB1,6157
SH3GLB2,14
SH3PXD2A,29
SH3PXD2B,30
SH3RF1,14
SH3TC2,60
SH3YL1,6158
SHANK1,6159
SHARPIN,70
SHB,4
SHBG,29
SHC1,30
SHC2,6160
SHC3,6161
SHC4,6162
SHCBP1,6163
SHD,6164
SHE,6165
SHF,6166
SHH,6167
SHISA2,6168
SHISA3,6169
SHISA4,6170
SHISA5,60
SHISA6,6171
SHISA7,6172
SHISA9,60
SHKBP1,11
SHMT1,6173
SHMT2,63
SHOC2,21
SHOX2,6174
SHPK,29
SHPRH,10
SHQ1,47
SHROOM1,6175
SHROOM3,6176
SI,6177
SIAE,6178
SIAH1,6179
SIAH2,60
SIAH3,11
SIDT1,6180
SIDT2,21
SIGIRR,14
SIGLEC1,6181
SIGLEC10,6182
SIGLEC11,60
SIGLEC12,60
SIGLEC15,6183
SIGLEC5,6184
SIGLEC6,6185
SIGLEC7,6186
SIGLEC8,6187
SIGLEC9,6188
SIGLECL1,6189
SIGMAR1,54
SIK1,70
SIK2,65
SIK3,73
SIKE1,4
SIL1,60
SIM1,6190
SIM2,6191
SIMC1,54
SIN3A,70
SIN3B,70
SIPA1,52
SIPA1L1,6192
SIPA1L2,6193
SIPA1L3,11
SIRPA,60
SIRPB1,14
SIRPB2,6194
SIRPG,6195
SIRT1,48
SIRT2,60
SIRT3,73
SIRT4,29
SIRT5,6196
SIRT6,3
SIRT7,50
SIT1,6197
SIVA1,4
SIX3,60
SIX4,63
SIX5,6198
SIX6,6199
SKA1,21
SKA2,41
SKA3,21
SKAP1,14
SKAP2,73
SKI,3
SKIL,3
SKIV2L,60
SKOR1,6200
SKOR2,6201
SKP1,27
SKP2,45
SLA,6202
SLA2,6203
SLAIN1,6204
SLAIN2,14
SLAMF1,6205
SLAMF6,6206
SLAMF7,6207
SLAMF8,6208
SLAMF9,6209
SLBP,65
SLC10A1,6210
SLC10A2,6211
SLC10A4,27
SLC10A5,6212
SLC10A6,6213
SLC10A7,30
SLC11A1,6214
SLC11A2,45
SLC12A1,6215
SLC12A2,30
SLC12A3,6216
SLC12A4,60
SLC12A5,6217
SLC12A6,37
SLC12A7,14
SLC12A8,14
SLC12A9,6218
SLC13A1,6219
SLC13A2,6220
SLC13A3,6221
SLC13A4,6222
SLC13A5,6223
SLC14A1,6224
SLC14A2,6225
SLC15A1,6226
SLC15A2,6227
SLC16A1,11
SLC16A10,6228
SLC16A11,14
SLC16A12,6229
SLC16A13,14
SLC16A14,6230
SLC16A3,60
SLC16A4,6231
SLC16A6,6232
SLC16A7,6233
SLC16A8,60
SLC16A9,6234
SLC17A1,6235
SLC17A2,6236
SLC17A3,6237
SLC17A4,6238
SLC17A5,71
SLC17A7,60
SLC17A8,6239
SLC17A9,6240
SLC18A1,6241
SLC18A2,47
SLC18A3,6242
SLC18B1,60
SLC19A1,73
SLC19A2,52
SLC19A3,9
SLC1A1,6243
SLC1A2,6244
SLC1A3,55
SLC1A4,29
SLC1A5,60
SLC1A6,6245
SLC1A7,6246
SLC20A1,11
SLC20A2,14
SLC22A1,6247
SLC22A10,6248
SLC22A11,6249
SLC22A12,6250
SLC22A13,6251
SLC22A14,6252
SLC22A15,21
SLC22A16,6253
SLC22A17,6254
SLC22A2,6255
SLC22A23,6256
SLC22A25,6257
SLC22A3,6258
SLC22A4,6259
SLC22A5,60
SLC22A6,6260
SLC22A7,6261
SLC22A8,6262
SLC22A9,6263
SLC23A1,6264
SLC23A2,30
SLC23A3,14
SLC24A1,6265
SLC24A2,6266
SLC24A3,6267
SLC24A4,6268
SLC24A5,6269
SLC25A1,0
SLC25A10,60
SLC25A11,4
SLC25A12,60
SLC25A13,0
SLC25A15,60
SLC25A16,14
SLC25A17,47
SLC25A18,6270
SLC25A19,0
SLC25A2,6271
SLC25A20,51
SLC25A21,6272
SLC25A22,71
SLC25A23,0
SLC25A24,60
SLC25A25,29
SLC25A26,55
SLC25A27,60
SLC25A28,30
SLC25A29,6273
SLC25A3,0
SLC25A30,73
SLC25A31,6274
SLC25A32,63
SLC25A33,60
SLC25A34,4
SLC25A35,6275
SLC25A36,29
SLC25A37,47
SLC25A38,4
SLC25A39,60
SLC25A4,47
SLC25A40,14
SLC25A41,6276
SLC25A42,60
SLC25A44,55
SLC25A45,0
SLC25A46,41
SLC25A47,6277
SLC25A51,0
SLC25A52,6278
SLC26A1,48
SLC26A10,6279
SLC26A11,60
SLC26A2,6280
SLC26A3,6281
SLC26A4,6282
SLC26A5,6283
SLC26A6,49
SLC26A7,6284
SLC26A8,6285
SLC26A9,6286
SLC27A1,73
SLC27A2,14
SLC27A3,54
SLC27A4,63
SLC27A5,3
SLC27A6,6287
SLC28A1,6288
SLC28A2,6289
SLC28A3,6290
SLC29A1,21
SLC29A2,73
SLC29A3,30
SLC29A4,65
SLC2A1,11
SLC2A10,6291
SLC2A11,6292
SLC2A12,6293
SLC2A13,6294
SLC2A14,71
SLC2A2,29
SLC2A3,6295
SLC2A4,6296
SLC2A4RG,29
SLC2A5,6297
SLC2A6,56
SLC2A7,6298
SLC2A8,71
SLC2A9,6299
SLC30A1,4
SLC30A2,6300
SLC30A3,6301
SLC30A4,6302
SLC30A5,38
SLC30A6,6303
SLC30A7,60
SLC30A8,6304
SLC30A9,0
SLC31A1,0
SLC32A1,6305
SLC33A1,73
SLC34A1,6306
SLC34A2,6307
SLC34A3,6308
SLC35A1,6309
SLC35A3,30
SLC35A4,6310
SLC35A5,6311
SLC35B1,27
SLC35B2,30
SLC35B3,6312
SLC35B4,73
SLC35C1,14
SLC35C2,6313
SLC35D1,60
SLC35D2,6314
SLC35D3,6315
SLC35E1,52
SLC35E2B,6316
SLC35E3,29
SLC35E4,6317
SLC35F1,6318
SLC35F2,14
SLC35F3,6319
SLC35F5,14
SLC35F6,6320
SLC35G1,29
SLC35G2,65
SLC35G3,6321
SLC35G5,6322
SLC35G6,6323
SLC36A1,73
SLC36A2,6324
SLC36A3,6325
SLC36A4,6326
SLC37A1,60
SLC37A2,65
SLC37A3,21
SLC38A1,60
SLC38A10,47
SLC38A11,6327
SLC38A2,52
SLC38A4,6328
SLC38A6,6329
SLC38A7,56
SLC38A8,6330
SLC38A9,14
SLC39A1,14
SLC39A10,27
SLC39A11,14
SLC39A12,6331
SLC39A13,14
SLC39A14,60
SLC39A2,6332
SLC39A3,41
SLC39A4,6333
SLC39A5,6334
SLC39A6,27
SLC39A7,27
SLC39A8,14
SLC39A9,30
SLC3A1,6335
SLC3A2,11
SLC40A1,14
SLC41A1,6336
SLC41A2,6337
SLC41A3,61
SLC43A2,6338
SLC44A1,60
SLC44A2,47
SLC44A3,6339
SLC44A4,6340
SLC44A5,6341
SLC45A1,6342
SLC45A2,6343
SLC45A3,6344
SLC45A4,6345
SLC46A2,6346
SLC46A3,10
SLC47A1,6347
SLC47A2,70
SLC48A1,30
SLC4A10,6348
SLC4A11,14
SLC4A1AP,60
SLC4A3,4
SLC4A4,6349
SLC4A5,6350
SLC4A7,11
SLC4A8,6351
SLC4A9,6352
SLC50A1,60
SLC51A,6353
SLC51B,6354
SLC52A1,6355
SLC52A2,6356
SLC52A3,6357
SLC5A1,6358
SLC5A10,6359
SLC5A11,6360
SLC5A12,6361
SLC5A2,6362
SLC5A3,70
SLC5A4,73
SLC5A5,6363
SLC5A6,5
SLC5A7,6364
SLC5A8,6365
SLC5A9,6366
SLC6A1,6367
SLC6A11,6368
SLC6A12,6369
SLC6A13,6370
SLC6A15,6371
SLC6A16,6372
SLC6A17,6373
SLC6A18,6374
SLC6A19,6375
SLC6A2,6376
SLC6A20,6377
SLC6A3,52
SLC6A4,6378
SLC6A5,6379
SLC6A7,6380
SLC6A9,60
SLC7A1,11
SLC7A10,6381
SLC7A11,11
SLC7A13,6382
SLC7A14,6383
SLC7A2,47
SLC7A4,6384
SLC7A5,11
SLC7A6,6385
SLC7A6OS,27
SLC7A7,70
SLC7A8,60
SLC7A9,6386
SLC8A1,6387
SLC8A2,6388
SLC8A3,6389
SLC8B1,21
SLC9A1,6390
SLC9A2,6391
SLC9A3,65
SLC9A3R1,73
SLC9A3R2,14
SLC9A4,27
SLC9A5,6392
SLC9A8,6393
SLC9A9,6394
SLC9B1,6395
SLC9B2,54
SLC9C1,6396
SLC9C2,6397
SLCO1A2,63
SLCO1B1,6398
SLCO1B3,6399
SLCO1B7,6400
SLCO1C1,6401
SLCO2A1,6402
SLCO2B1,6403
SLCO3A1,6404
SLCO4A1,47
SLCO4C1,6405
SLCO5A1,6406
SLCO6A1,6407
SLFN11,6408
SLFN12L,6409
SLFN13,6410
SLFN14,6411
SLFN5,6412
SLFNL1,6413
SLIRP,0
SLIT1,6414
SLIT2,10
SLIT3,6415
SLITRK1,6416
SLITRK3,6417
SLITRK5,14
SLITRK6,6418
SLK,41
SLMAP,27
SLN,6419
SLPI,6420
SLTM,14
SLU7,27
SLURP1,6421
SLX1A,45
SLX4,45
SLX4IP,14
SMAD1,4
SMAD2,6422
SMAD3,4
SMAD4,4
SMAD6,73
SMAD7,73
SMAD9,30
SMAGP,37
SMAP1,6423
SMAP2,6424
SMARCA2,6425
SMARCA4,63
SMARCA5,30
SMARCAD1,6426
SMARCAL1,50
SMARCB1,63
SMARCC1,63
SMARCC2,63
SMARCD1,63
SMARCD2,63
SMARCD3,6427
SMARCE1,63
SMC1B,6428
SMC2,27
SMC3,3
SMC4,54
SMC5,47
SMC6,47
SMCHD1,70
SMCO2,6429
SMCO3,6430
SMCO4,30
SMCP,6431
SMCR8,60
SMDT1,6432
SMG1,6433
SMG5,60
SMG6,17
SMG7,17
SMG8,17
SMG9,17
SMIM1,6434
SMIM12,14
SMIM13,73
SMIM14,6435
SMIM15,4
SMIM17,6436
SMIM18,6437
SMIM19,6438
SMIM2,6439
SMIM20,60
SMIM21,6440
SMIM22,6441
SMIM24,6442
SMIM3,56
SMIM4,6443
SMIM5,6444
SMIM6,6445
SMIM7,5
SMIM8,6446
SMLR1,6447
SMNDC1,6448
SMO,10
SMOC1,6449
SMOC2,6450
SMOX,48
SMPD1,60
SMPD2,73
SMPD3,6451
SMPD4,8
SMPDL3A,63
SMPDL3B,6452
SMR3B,6453
SMTN,14
SMTNL2,6454
SMU1,27
SMUG1,14
SMURF1,73
SMURF2,8
SMYD1,6455
SMYD2,6456
SMYD3,6457
SMYD4,6458
SMYD5,10
SNAI1,4
SNAI2,60
SNAI3,6459
SNAP23,3
SNAP25,6460
SNAP29,30
SNAP91,6461
SNAPC1,27
SNAPC2,27
SNAPC3,27
SNAPC4,27
SNAPC5,27
SNAPIN,71
SNCA,37
SNCAIP,6462
SNCB,6463
SNCG,6464
SNED1,6465
SNF8,52
SNIP1,50
SNN,6466
SNPH,6467
SNRK,21
SNRNP200,27
SNRNP25,27
SNRNP35,47
SNRNP40,63
SNRNP48,6468
SNRNP70,6469
SNRPA,6470
SNRPA1,27
SNRPB,27
SNRPB2,60
SNRPD1,27
SNRPD2,27
SNRPD3,27
SNRPE,27
SNRPF,27
SNRPG,27
SNTA1,6471
SNTB1,54
SNTB2,6472
SNTG1,6473
SNTN,6474
SNUPN,6475
SNURF,5
SNW1,27
SNX1,60
SNX10,6476
SNX11,6477
SNX13,6478
SNX14,6479
SNX15,6480
SNX16,60
SNX17,71
SNX18,14
SNX19,6481
SNX20,6482
SNX21,6483
SNX22,73
SNX24,6484
SNX25,60
SNX27,71
SNX29,6485
SNX3,60
SNX30,6486
SNX31,6487
SNX32,6488
SNX33,6489
SNX4,14
SNX5,60
SNX6,30
SNX7,30
SNX8,29
SNX9,52
SOAT1,14
SOAT2,6490
SOBP,6491
SOCS1,60
SOCS2,6492
SOCS3,14
SOCS4,60
SOCS5,60
SOCS6,6493
SOCS7,14
SOD1,27
SOD2,47
SOD3,52
SOGA1,63
SOGA3,6494
SOHLH1,6495
SOHLH2,6496
SON,63
SORBS1,14
SORBS2,29
SORBS3,6497
SORCS1,6498
SORCS2,14
SORCS3,6499
SORD,37
SORT1,29
SOS1,30
SOS2,30
SOST,6500
SOSTDC1,6501
SOX1,6502
SOX10,21
SOX11,14
SOX12,10
SOX14,6503
SOX15,60
SOX17,41
SOX18,6504
SOX2,4
SOX21,6505
SOX30,6506
SOX4,10
SOX5,6507
SOX6,6508
SOX7,54
SOX8,6509
SOX9,21
SP1,3
SP100,6510
SP110,3
SP140,6511
SP140L,6512
SP3,3
SP4,6513
SP5,6514
SP6,6515
SP7,6516
SP8,4
SP9,6517
SPA17,6518
SPACA1,6519
SPACA3,6520
SPACA4,6521
SPACA7,6522
SPAG1,6523
SPAG11B,6524
SPAG16,6525
SPAG17,6526
SPAG4,56
SPAG5,21
SPAG6,6527
SPAG7,60
SPAG8,6528
SPAG9,6529
SPAM1,6530
SPARC,29
SPARCL1,6531
SPAST,50
SPATA13,29
SPATA16,6532
SPATA18,6533
SPATA19,6534
SPATA2,6535
SPATA20,6536
SPATA21,6537
SPATA22,6538
SPATA24,14
SPATA25,14
SPATA31A1,6539
SPATA31A3,6540
SPATA31A6,6541
SPATA31A7,6542
SPATA31D1,6543
SPATA31E1,6544
SPATA32,6545
SPATA33,63
SPATA4,6546
SPATA5,6547
SPATA5L1,47
SPATA6,6548
SPATA6L,6549
SPATA7,29
SPATA9,6550
SPATC1,6551
SPATC1L,6552
SPATS2,6553
SPC24,27
SPCS1,47
SPCS2,6554
SPCS3,47
SPDEF,70
SPDL1,4
SPDYA,6555
SPDYC,6556
SPDYE1,6557
SPDYE2,6558
SPDYE3,6559
SPDYE4,6560
SPECC1,6561
SPECC1L,41
SPEF1,6562
SPEF2,6563
SPEG,6564
SPEM1,6565
SPEN,6566
SPERT,6567
SPESP1,10
SPG11,55
SPG21,71
SPG7,30
SPHK1,5
SPHK2,14
SPHKAP,6568
SPI1,70
SPIB,6569
SPIC,6570
SPICE1,48
SPIDR,14
SPIN1,54
SPINK1,6571
SPINK13,6572
SPINK14,6573
SPINK2,6574
SPINK4,6575
SPINK5,6576
SPINK6,6577
SPINK7,6578
SPINK8,6579
SPINK9,6580
SPINT1,14
SPINT2,30
SPINT3,60
SPINT4,6581
SPIRE1,52
SPIRE2,10
SPN,6582
SPNS1,71
SPNS2,6583
SPNS3,6584
SPO11,29
SPOCD1,6585
SPOCK1,60
SPOCK2,6586
SPOCK3,6587
SPON2,6588
SPOPL,60
SPP1,14
SPP2,6589
SPPL2A,6590
SPPL2C,6591
SPPL3,30
SPR,55
SPRED1,6592
SPRED2,6593
SPRED3,6594
SPRN,6595
SPRR1A,6596
SPRR1B,6597
SPRR2E,6598
SPRR2F,6599
SPRR2G,6600
SPRR3,6601
SPRR4,6602
SPRTN,45
SPRY1,6603
SPRY2,6604
SPRY4,60
SPRYD4,14
SPRYD7,6605
SPSB1,14
SPSB2,6606
SPSB3,6607
SPSB4,6608
SPTA1,6609
SPTAN1,14
SPTB,6610
SPTBN1,6611
SPTBN2,56
SPTBN4,6612
SPTBN5,6613
SPTLC1,37
SPTLC2,37
SPTLC3,6614
SPTSSA,37
SPTSSB,6615
SPTY2D1,73
SPX,14
SPZ1,6616
SQLE,11
SQSTM1,73
SRA1,6617
SRBD1,65
SRC,41
SRCAP,50
SRCIN1,6618
SRD5A1,60
SREBF1,37
SREBF2,29
SREK1,47
SREK1IP1,73
SRF,6619
SRFBP1,47
SRGAP1,6620
SRGAP3,6621
SRGN,60
SRI,60
SRL,6622
SRM,60
SRMS,6623
SRP14,27
SRP19,47
SRP54,27
SRP68,65
SRP72,65
SRP9,27
SRPK1,14
SRPK2,6624
SRPRB,47
SRR,60
SRRD,4
SRRM1,21
SRRM2,63
SRRM4,6625
SRRT,14
SRSF1,6626
SRSF10,6627
SRSF12,6628
SRSF2,27
SRSF3,27
SRSF4,52
SRSF5,37
SRSF6,71
SRSF7,27
SRXN1,28
SS18,63
SS18L1,29
SS18L2,27
SSB,47
SSBP1,55
SSBP2,14
SSBP3,70
SSBP4,14
SSC4D,65
SSC5D,6629
SSH1,4
SSH2,41
SSH3,14
SSMEM1,6630
SSNA1,6631
SSPN,6632
SSR1,73
SSR2,73
SSR3,73
SSRP1,21
SST,6633
SSTR1,6634
SSTR2,6635
SSTR3,6636
SSTR4,6637
SSTR5,6638
SSU72,27
SSX2IP,14
ST13,73
ST14,60
ST18,6639
ST20,6640
ST3GAL1,6641
ST3GAL2,38
ST3GAL3,73
ST3GAL4,29
ST3GAL5,5
ST3GAL6,6642
ST5,50
ST6GAL1,6643
ST6GAL2,6644
ST6GALNAC1,14
ST6GALNAC2,56
ST6GALNAC3,6645
ST6GALNAC4,29
ST6GALNAC5,6646
ST6GALNAC6,6647
ST7,60
ST7L,14
ST8SIA1,6648
ST8SIA2,6649
ST8SIA3,6650
ST8SIA4,6651
ST8SIA5,6652
ST8SIA6,6653
STAB1,6654
STAB2,6655
STAC,60
STAC2,6656
STAC3,60
STAG1,3
STAG3,6657
STAM,21
STAM2,52
STAMBP,52
STAMBPL1,60
STAP1,6658
STAP2,47
STAR,6659
STARD10,6660
STARD13,14
STARD3,60
STARD3NL,60
STARD4,23
STARD5,6661
STARD6,6662
STARD7,14
STARD9,21
STAT1,47
STAT2,47
STAT3,3
STAT4,6663
STAT5A,6664
STAT5B,70
STAT6,60
STATH,6665
STAU1,6666
STAU2,14
STBD1,6667
STC1,6668
STC2,6669
STEAP1,6670
STEAP1B,6671
STEAP2,6672
STEAP3,52
STEAP4,11
STH,6673
STIL,48
STIM2,65
STIP1,63
STK10,6674
STK11,65
STK11IP,6675
STK16,6676
STK17A,54
STK17B,5
STK19,30
STK24,5
STK25,4
STK3,5
STK31,6677
STK32B,6678
STK32C,6679
STK33,6680
STK36,29
STK38,5
STK38L,5
STK39,26
STK4,5
STK40,21
STKLD1,60
STMN2,38
STMN3,37
STMN4,6681
STMND1,6682
STOML1,60
STOML2,54
STOML3,6683
STON1,6684
STON2,6685
STOX1,6686
STOX2,6687
STPG1,60
STRA6,6688
STRA8,6689
STRADA,65
STRADB,6690
STRAP,63
STRBP,14
STRC,6691
STRIP1,6692
STRIP2,6693
STRN,60
STRN3,14
STRN4,6694
STT3A,73
STUB1,3
STX10,55
STX11,6695
STX12,6696
STX16,30
STX18,30
STX19,6697
STX1A,54
STX1B,6698
STX2,37
STX3,41
STX4,3
STX5,6699
STX6,6700
STX7,73
STX8,3
STXBP1,6701
STXBP2,6702
STXBP3,3
STXBP4,6703
STXBP5,2
STXBP5L,6704
STXBP6,6705
STYK1,6706
STYX,6707
STYXL1,6708
SUB1,63
SUCLA2,4
SUCLG1,4
SUCLG2,30
SUCNR1,6709
SUCO,73
SUDS3,70
SUFU,6710
SUGCT,60
SUGP1,6711
SUGP2,52
SUGT1,47
SULF1,6712
SULF2,14
SULT1A1,63
SULT1A2,6713
SULT1A4,21
SULT1B1,6714
SULT1C2,60
SULT1C3,6715
SULT1C4,6716
SULT1E1,6717
SULT2A1,6718
SULT2B1,63
SULT4A1,54
SULT6B1,6719
SUMF1,6720
SUMF2,14
SUMO1,6721
SUMO2,65
SUMO3,60
SUN1,6722
SUN2,73
SUN3,56
SUN5,6723
SUOX,60
SUPT16H,27
SUPT20H,50
SUPT3H,50
SUPT4H1,50
SUPT5H,50
SUPT6H,54
SUPT7L,50
SUPV3L1,55
SURF1,0
SURF2,14
SURF4,73
SURF6,47
SUSD1,6724
SUSD2,6725
SUSD3,6726
SUSD4,6727
SUSD5,6728
SUV39H2,4
SUZ12,70
SV2A,6729
SV2B,6730
SV2C,6731
SVEP1,6732
SVIL,27
SVIP,55
SVOPL,6733
SWAP70,6734
SWSAP1,60
SWT1,60
SYBU,6735
SYCE1,6736
SYCE1L,6737
SYCE2,6738
SYCE3,6739
SYCN,6740
SYCP1,6741
SYCP2,6742
SYCP2L,6743
SYCP3,6744
SYDE1,6745
SYDE2,6746
SYK,6747
SYMPK,52
SYN3,6748
SYNC,6749
SYNDIG1,60
SYNDIG1L,6750
SYNE1,6751
SYNE2,60
SYNE3,6752
SYNE4,6753
SYNGAP1,54
SYNGR1,30
SYNGR2,60
SYNGR3,6754
SYNGR4,6755
SYNJ1,60
SYNJ2,14
SYNJ2BP,14
SYNPO,6756
SYNPO2,6757
SYNPO2L,6758
SYNPR,6759
SYNRG,21
SYPL1,6760
SYPL2,6761
SYS1,30
SYT1,6762
SYT10,6763
SYT11,6764
SYT12,14
SYT13,14
SYT14,6765
SYT15,38
SYT16,6766
SYT17,38
SYT2,6767
SYT3,6768
SYT4,6769
SYT5,6770
SYT6,6771
SYT7,14
SYT8,6772
SYT9,6773
SYTL1,10
SYTL2,14
SYVN1,73
SZT2,41
TAAR1,6774
TAAR2,6775
TAAR5,6776
TAAR6,6777
TAAR8,6778
TAB1,14
TAB2,3
TAC1,6779
TAC3,6780
TAC4,6781
TACC1,6782
TACC2,14
TACC3,21
TACO1,0
TACR1,6783
TACR2,6784
TACR3,6785
TACSTD2,6786
TADA1,50
TADA2A,45
TADA2B,50
TADA3,50
TAF10,50
TAF11,50
TAF12,50
TAF13,50
TAF15,73
TAF1A,47
TAF1B,47
TAF1C,47
TAF1D,47
TAF1L,6787
TAF2,50
TAF3,50
TAF4,50
TAF4B,14
TAF5,50
TAF5L,50
TAF6,50
TAF6L,50
TAF7,50
TAF8,50
TAF9,14
TAGAP,6788
TAGLN,54
TAGLN2,6789
TAGLN3,6790
TAL1,37
TAL2,60
TALDO1,11
TAMM41,6791
TANC1,6792
TANC2,6793
TANGO2,29
TANGO6,47
TANK,14
TAOK1,5
TAOK2,5
TAOK3,65
TAP1,4
TAP2,4
TAPBP,73
TAPBPL,60
TAPT1,73
TARBP1,10
TARBP2,14
TARDBP,8
TARM1,6794
TARS2,55
TARSL2,6795
TAS1R1,6796
TAS1R2,6797
TAS1R3,6798
TAS2R1,6799
TAS2R10,6800
TAS2R13,6801
TAS2R14,6802
TAS2R16,6803
TAS2R19,6804
TAS2R20,6805
TAS2R3,6806
TAS2R30,6807
TAS2R31,6808
TAS2R38,6809
TAS2R39,6810
TAS2R4,6811
TAS2R40,6812
TAS2R41,6813
TAS2R43,6814
TAS2R46,6815
TAS2R5,6816
TAS2R50,6817
TAS2R60,6818
TAS2R7,6819
TAS2R8,6820
TAS2R9,6821
TASP1,6822
TAT,6823
TATDN1,14
TATDN2,60
TATDN3,56
TAX1BP1,47
TAX1BP3,41
TBATA,6824
TBC1D1,6825
TBC1D10A,52
TBC1D10B,60
TBC1D10C,6826
TBC1D12,6827
TBC1D13,30
TBC1D14,21
TBC1D16,60
TBC1D17,6828
TBC1D19,6829
TBC1D2,14
TBC1D20,30
TBC1D21,6830
TBC1D22A,6831
TBC1D22B,30
TBC1D23,30
TBC1D24,60
TBC1D26,6832
TBC1D28,6833
TBC1D29,6834
TBC1D2B,29
TBC1D3,6835
TBC1D30,6836
TBC1D31,48
TBC1D32,6837
TBC1D3B,55
TBC1D3C,27
TBC1D3F,6838
TBC1D3H,6839
TBC1D4,60
TBC1D5,71
TBC1D7,6840
TBC1D8,14
TBC1D9,6841
TBC1D9B,63
TBCA,47
TBCB,71
TBCC,27
TBCCD1,6842
TBCD,14
TBCE,14
TBCEL,6843
TBCK,52
TBK1,22
TBKBP1,14
TBL1XR1,70
TBL2,60
TBL3,47
TBP,47
TBPL1,70
TBPL2,6844
TBR1,6845
TBRG1,70
TBRG4,0
TBX1,6846
TBX10,6847
TBX15,63
TBX18,6848
TBX19,60
TBX2,65
TBX20,14
TBX21,6849
TBX3,5
TBX4,6850
TBX5,6851
TBX6,6852
TBXA2R,6853
TBXAS1,6854
TC2N,29
TCAIM,6855
TCAP,27
TCEA1,50
TCEA2,60
TCEA3,14
TCEANC2,6856
TCERG1,8
TCERG1L,6857
TCF12,73
TCF15,6858
TCF19,60
TCF20,12
TCF21,6859
TCF23,6860
TCF24,6861
TCF25,60
TCF3,73
TCF4,38
TCF7,30
TCF7L1,41
TCF7L2,41
TCFL5,14
TCHH,6862
TCHHL1,6863
TCHP,73
TCIRG1,29
TCL1A,6864
TCL1B,6865
TCN1,14
TCN2,5
TCOF1,27
TCP1,21
TCP10,6866
TCP10L,6867
TCP10L2,6868
TCP11,6869
TCP11L1,14
