gene,community
DHDDS,27
DHDH,60
DHFR,11
DHH,1851
DHODH,11
DHPS,47
DHRS1,60
DHRS11,10
DHRS12,1852
DHRS13,63
DHRS2,54
DHRS3,60
DHRS4,38
DHRS4L2,1853
DHRS7,1854
DHRS7B,37
DHRS7C,1855
DHRS9,1856
DHTKD1,1857
DHX15,1858
DHX16,60
DHX29,63
DHX30,55
DHX32,14
DHX33,47
DHX34,47
DHX35,47
DHX36,1859
DHX37,73
DHX38,1860
DHX40,1861
DHX57,29
DHX58,14
DHX8,50
DHX9,21
DIABLO,14
DIAPH1,5
DIAPH3,5
DICER1,10
DIDO1,1862
DIEXF,60
DIMT1,47
DIO1,1863
DIO2,38
DIO3,1864
DIP2A,14
DIP2B,5
DIP2C,1865
DIRAS1,1866
DIRAS2,1867
DIRAS3,1868
DIS3,47
DIS3L,60
DIS3L2,65
DISC1,1869
DISP1,1870
DISP2,1871
DIXDC1,60
DKK1,1872
DKK2,1873
DKK3,60
DKK4,1874
DKKL1,1875
DLAT,0
DLC1,1876
DLD,0
DLEC1,1877
DLG1,41
DLG2,1878
DLG4,1879
DLG5,10
DLGAP1,1880
DLGAP2,1881
DLGAP3,1882
DLGAP4,1883
DLGAP5,21
DLK1,73
DLK2,1884
DLL3,14
DLL4,1885
DLST,11
DLX1,10
DLX2,14
DLX3,70
DLX4,1886
DLX5,4
DLX6,73
DMAP1,50
DMBT1,1887
DMBX1,1888
DMC1,1889
DMGDH,1890
DMKN,4
DMP1,1891
DMPK,73
DMRT1,1892
DMRT3,1893
DMRTA1,1894
DMRTA2,1895
DMRTB1,1896
DMRTC2,1897
DMTF1,60
DMTN,1898
DMWD,14
DMXL1,73
DMXL2,52
DNAAF1,1899
DNAAF2,60
DNAAF3,1900
DNAH1,1901
DNAH10,21
DNAH11,14
DNAH12,1902
DNAH14,1903
DNAH2,1904
DNAH3,1905
DNAH5,14
DNAH6,1906
DNAH7,1907
DNAH9,1908
DNAI1,29
DNAI2,1909
DNAJA1,73
DNAJA2,73
DNAJA3,54
DNAJA4,1910
DNAJB1,20
DNAJB11,73
DNAJB12,14
DNAJB13,1911
DNAJB14,73
DNAJB2,52
DNAJB4,14
DNAJB5,65
DNAJB6,56
DNAJB7,1912
DNAJB8,1913
DNAJB9,60
DNAJC1,1914
DNAJC10,4
DNAJC11,54
DNAJC12,60
DNAJC13,71
DNAJC14,60
DNAJC15,54
DNAJC16,30
DNAJC17,27
DNAJC18,1915
DNAJC19,44
DNAJC2,47
DNAJC21,73
DNAJC22,1916
DNAJC24,47
DNAJC27,1917
DNAJC28,1918
DNAJC3,73
DNAJC30,38
DNAJC4,41
DNAJC5,60
DNAJC5B,1919
DNAJC5G,1920
DNAJC6,60
DNAJC7,73
DNAJC8,48
DNAJC9,19
DNAL1,1921
DNAL4,29
DNALI1,1922
DNASE1,4
DNASE1L2,54
DNASE1L3,1923
DNASE2,60
DNASE2B,1924
DND1,3
DNER,1925
DNHD1,1926
DNLZ,55
DNM1,60
DNM1L,41
DNM2,52
DNM3,60
DNMBP,4
DNMT1,27
DNMT3A,1927
DNMT3B,63
DNMT3L,1928
DNPEP,1929
DNPH1,60
DNTT,1930
DNTTIP1,65
DNTTIP2,70
DOC2A,41
DOCK10,41
DOCK2,60
DOCK3,1931
DOCK4,11
DOCK5,41
DOCK6,1932
DOCK8,60
DOCK9,1933
DOHH,47
DOK1,60
DOK2,1934
DOK3,1935
DOK4,1936
DOK5,1937
DOK6,1938
DOK7,1939
DOLK,47
DOLPP1,73
DONSON,27
DOT1L,70
DPAGT1,27
DPCD,52
DPEP1,1940
DPEP2,1941
DPEP3,1942
DPF1,30
DPF2,63
DPF3,1943
DPH1,47
DPH2,47
DPH3,47
DPH5,47
DPH6,1944
DPH7,47
DPM1,73
DPM2,73
DPM3,73
DPP10,1945
DPP3,65
DPP4,1946
DPP7,47
DPP8,71
DPP9,1947
DPPA2,1948
DPPA3,1949
DPPA4,1950
DPPA5,1951
DPRX,1952
DPT,1953
DPY19L1,47
DPY19L2,1954
DPY19L3,60
DPY19L4,73
DPY30,63
DPYD,1955
DPYS,1956
DPYSL2,1957
DPYSL3,1958
DPYSL4,1959
DPYSL5,1960
DQX1,52
DR1,50
DRAM1,1961
DRAM2,60
DRAP1,50
DRAXIN,1962
DRC1,1963
DRD1,1964
DRD2,1965
DRD3,1966
DRD4,27
DRD5,1967
DRG1,5
DRG2,47
DRGX,1968
DRICH1,14
DROSHA,10
DSC1,1969
DSC2,14
DSC3,1970
DSCAM,1971
DSCAML1,1972
DSCC1,45
DSE,1973
DSEL,1974
DSG1,1975
DSG2,1976
DSG3,1977
DSG4,1978
DSN1,21
DSP,1979
DSPP,1980
DST,1981
DSTN,14
DSTYK,60
DTD1,52
DTD2,60
DTHD1,1982
DTL,27
DTNA,1983
DTNB,1984
DTNBP1,60
DTX1,1985
DTX2,41
DTX3,14
DTX3L,1986
DTX4,1987
DTYMK,11
DUOX1,14
DUOX2,1988
DUOXA1,1989
DUOXA2,1990
DUPD1,1991
DUS1L,21
DUS2,47
DUS3L,73
DUS4L,1992
DUSP1,14
DUSP10,1993
DUSP11,30
DUSP12,14
DUSP13,1994
DUSP14,41
DUSP15,60
DUSP16,60
DUSP18,41
DUSP19,60
DUSP2,73
DUSP22,1995
DUSP23,14
DUSP26,1996
DUSP27,1997
DUSP28,56
DUSP3,1998
DUSP4,21
DUSP5,21
DUSP6,14
DUSP7,1999
DUSP8,52
DUT,27
DUXA,2000
DVL1,14
DVL2,2001
DVL3,73
DXO,14
DYDC1,2002
DYDC2,2003
DYM,14
DYNAP,2004
DYNC1H1,27
DYNC1I1,2005
DYNC1I2,47
DYNC1LI1,60
DYNC1LI2,60
DYNC2H1,52
DYNC2LI1,60
DYNLL1,45
DYNLL2,60
DYNLRB1,47
DYNLRB2,2006
DYNLT1,14
DYRK1A,60
DYRK1B,37
DYRK2,25
DYRK4,14
DYSF,2007
DYTN,2008
DZANK1,2009
DZIP1,2010
DZIP1L,2011
DZIP3,10
E2F1,45
E2F2,60
E2F3,45
E2F4,29
E2F5,2012
E2F6,14
E2F8,50
E4F1,27
EAF1,50
EAF2,60
EAPP,2013
EARS2,55
EBAG9,2014
EBF1,60
EBF2,2015
EBF3,54
EBF4,2016
EBI3,30
EBNA1BP2,73
EBPL,70
ECD,2017
ECE1,41
ECE2,14
ECEL1,2018
ECH1,2019
ECHDC1,2020
ECHDC2,60
ECHDC3,2021
ECHS1,63
ECI1,10
ECI2,2022
ECM1,30
ECM2,2023
ECSIT,0
ECT2,27
ECT2L,2024
EDAR,2025
EDARADD,37
EDC3,14
EDC4,17
EDDM3A,2026
EDDM3B,2027
EDEM1,54
EDEM2,73
EDEM3,73
EDF1,10
EDIL3,14
EDN1,2028
EDN2,2029
EDN3,2030
EDNRA,2031
EDNRB,2032
EDRF1,73
EEA1,2033
EED,70
EEF1A1,27
EEF1A2,2034
EEF1B2,14
EEF1D,14
EEF1E1,54
EEF2,27
EEF2K,2035
EEFSEC,70
EEPD1,4
EFCAB1,2036
EFCAB11,2037
EFCAB12,48
EFCAB14,2038
EFCAB2,3
EFCAB3,2039
EFCAB5,2040
EFCAB6,2041
EFCAB7,60
EFCAB9,2042
EFCC1,2043
EFEMP1,60
EFEMP2,2044
EFHC1,60
EFHD1,2045
EFHD2,60
EFNA1,14
EFNA2,2046
EFNA3,2047
EFNA4,2048
EFNA5,73
EFNB2,54
EFNB3,14
EFR3B,73
EFS,2049
EFTUD2,27
EGF,14
EGFL7,0
EGFL8,73
EGFLAM,2050
EGFR,30
EGLN1,71
EGLN2,14
EGLN3,73
EGR1,4
EGR2,2051
EGR3,2052
EGR4,2053
EHBP1,29
EHBP1L1,47
EHD1,10
EHD2,2054
EHD3,14
EHD4,2055
EHF,2056
EHHADH,2057
EHMT1,3
EHMT2,3
EID1,2058
EID2,65
EID2B,60
EID3,2059
EIF1,29
EIF1AD,47
EIF1B,14
EIF2A,47
EIF2AK1,38
EIF2AK2,2060
EIF2AK3,2061
EIF2AK4,52
EIF2B1,47
EIF2B2,27
EIF2B3,27
EIF2B4,41
EIF2B5,2062
EIF2D,2063
EIF2S1,27
EIF2S2,2064
EIF3A,63
EIF3B,27
EIF3C,54
EIF3CL,27
EIF3D,63
EIF3E,63
EIF3F,63
EIF3G,27
EIF3H,63
EIF3I,63
EIF3J,2065
EIF3K,63
EIF3L,63
EIF3M,63
EIF4A1,63
EIF4A2,2066
EIF4A3,27
EIF4B,27
EIF4E,63
EIF4E1B,2067
EIF4E2,2068
EIF4E3,2069
EIF4EBP1,2070
EIF4EBP2,11
EIF4EBP3,2071
EIF4ENIF1,17
EIF4G1,63
EIF4G2,63
EIF4H,60
EIF5,14
EIF5A,47
EIF5A2,2072
EIF5AL1,47
EIF5B,29
EIF6,27
ELAC1,2073
ELAC2,27
ELANE,2074
ELAVL1,21
ELAVL2,2075
ELAVL3,2076
ELAVL4,2077
ELF1,10
ELF2,47
ELF3,27
ELF5,2078
ELFN1,2079
ELFN2,2080
ELK3,2081
ELK4,2082
ELL,50
ELL2,73
ELL3,2083
ELMO1,60
ELMO2,41
ELMO3,41
ELMOD1,2084
ELMOD2,2085
ELMOD3,4
ELMSAN1,65
ELN,2086
ELOF1,50
ELOVL1,37
ELOVL2,29
ELOVL3,29
ELOVL4,2087
ELOVL5,2088
ELOVL6,2089
ELOVL7,60
ELP2,47
ELP3,47
ELP4,47
ELP5,47
ELP6,47
ELSPBP1,2090
EMC1,50
EMC10,2091
EMC2,50
EMC3,50
EMC4,50
EMC6,50
EMC7,50
EMC8,50
EMC9,14
EMCN,2092
EME1,45
EME2,29
EMID1,2093
EMILIN1,11
EMILIN2,48
EMILIN3,2094
EML1,71
EML2,2095
EML3,38
EML4,29
EML5,2096
EML6,4
EMP1,2097
EMP2,4
EMP3,50
EMX1,2098
EMX2,2099
EN1,2100
EN2,14
ENAH,14
ENAM,2101
ENC1,2102
ENDOD1,11
ENDOG,2103
ENDOU,2104
ENDOV,2105
ENG,14
ENGASE,54
ENHO,2106
ENKD1,60
ENKUR,2107
ENO1,11
ENO2,2108
ENO3,14
ENOPH1,14
ENOSF1,2109
ENOX1,2110
ENPEP,10
ENPP1,14
ENPP2,2111
ENPP3,2112
ENPP4,3
ENPP5,2113
ENPP6,2114
ENPP7,2115
ENSA,2116
ENTPD1,60
ENTPD2,14
ENTPD3,2117
ENTPD4,2118
ENTPD5,73
ENTPD6,60
ENTPD7,2119
ENY2,50
EOGT,29
EOMES,2120
EP300,48
EP400,50
EPAS1,63
EPB41,2121
EPB41L1,2122
EPB41L2,63
EPB41L3,29
EPB41L4A,60
EPB41L4B,2123
EPB41L5,0
EPB42,2124
EPC1,50
EPC2,50
EPCAM,71
EPDR1,2125
EPG5,52
EPGN,2126
EPHA1,56
EPHA10,73
EPHA2,4
EPHA3,2127
EPHA4,5
EPHA5,2128
EPHA6,2129
EPHA7,60
EPHB1,14
EPHB2,2130
EPHB3,60
EPHB4,2131
EPHB6,14
EPHX1,2132
EPHX2,2133
EPHX3,2134
EPHX4,2135
EPM2A,15
EPM2AIP1,14
EPN1,52
EPN2,2136
EPN3,14
EPO,2137
EPOR,2138
EPPIN,2139
EPRS,27
EPS15,73
EPS15L1,52
EPS8,2140
EPS8L1,2141
EPS8L2,2142
EPS8L3,2143
EPX,2144
EPYC,2145
EQTN,2146
ERAL1,55
ERAP1,65
ERAP2,60
ERBB2,54
ERBB3,54
ERBB4,70
ERC1,29
ERC2,2147
ERCC1,45
ERCC2,47
ERCC3,54
ERCC4,45
ERCC5,48
ERCC6,2148
ERCC6L2,2149
ERCC8,14
EREG,2150
ERF,59
ERG,2151
ERGIC1,2152
ERGIC2,30
ERGIC3,2153
ERH,27
ERI1,56
ERI2,60
ERI3,2154
ERLEC1,14
ERLIN1,29
ERLIN2,63
ERMAP,2155
ERMARD,14
ERMN,2156
ERMP1,5
ERN1,73
ERN2,8
ERP27,63
ERP44,14
ERRFI1,60
ERVFRD-1,2157
ERVV-1,2158
ERVV-2,2159
ERVW-1,2160
ESAM,2161
ESCO1,47
ESCO2,45
ESD,60
ESF1,4
ESM1,2162
ESPL1,27
ESPN,2163
ESPNL,2164
ESR1,70
ESR2,2165
ESRP1,4
ESRP2,14
ESRRA,2166
ESRRB,2167
ESRRG,73
ESYT1,4
ESYT2,56
ESYT3,2168
ETAA1,45
ETF1,27
ETFA,2169
ETFB,29
ETFDH,14
ETHE1,60
ETNK1,14
ETNPPL,2170
ETS1,0
ETS2,60
ETV1,14
ETV2,70
ETV3,2171
ETV3L,2172
ETV4,60
ETV5,50
ETV6,70
ETV7,29
EVA1A,2173
EVA1B,47
EVC,2174
EVC2,2175
EVI2A,2176
EVI2B,14
EVI5,30
EVI5L,47
EVL,2177
EVPL,2178
EVPLL,2179
EVX1,2180
EVX2,2181
EXD1,2182
EXD2,2183
EXD3,2184
EXO1,60
EXO5,2185
EXOC1,5
EXOC2,5
EXOC3,5
EXOC3L1,2186
EXOC3L2,2187
EXOC3L4,2188
EXOC4,5
EXOC5,5
EXOC6,2189
EXOC6B,2190
EXOC7,5
EXOC8,5
EXOG,2191
EXOSC1,47
EXOSC10,47
EXOSC2,47
EXOSC3,10
EXOSC4,47
EXOSC5,47
EXOSC6,47
EXOSC7,47
EXOSC8,47
EXOSC9,47
EXPH5,73
EXT1,30
EXT2,30
EXTL1,2192
EXTL2,14
EXTL3,30
EYA1,30
EYA2,2193
EYA3,63
EYA4,2194
EYS,2195
EZH1,2196
EZH2,70
EZR,41
F10,2197
F11,2198
F11R,41
F12,60
F13A1,2199
F2,2200
F2R,2201
F2RL1,2202
F2RL2,2203
F2RL3,2204
F5,2205
F7,60
FA2H,2206
FAAH,2207
FABP1,2208
FABP12,2209
FABP2,2210
FABP3,2211
FABP4,2212
FABP5,2213
FABP6,2214
FABP7,2215
FADD,2216
FADS1,2217
FADS2,2218
FADS3,3
FADS6,2219
FAF1,2220
FAF2,73
FAH,50
FAHD1,2221
FAHD2A,2222
FAIM,60
FAIM2,2223
FAM102A,14
FAM104A,63
FAM107A,2224
FAM110A,2225
FAM110B,11
FAM110C,5
FAM114A1,60
FAM114A2,2226
FAM117B,65
FAM118A,2227
FAM118B,2228
FAM120A,3
FAM120B,2229
FAM122A,43
FAM124A,2230
FAM124B,2231
FAM126A,2232
FAM126B,60
FAM131B,2233
FAM131C,2234
FAM135A,2235
FAM135B,2236
FAM136A,54
FAM13A,60
FAM13C,2237
FAM151A,2238
FAM151B,2239
FAM155A,2240
FAM160A2,60
FAM161A,2241
FAM161B,14
FAM162A,4
FAM162B,2242
FAM163A,2243
FAM163B,2244
FAM166A,2245
FAM167A,14
FAM168A,2246
FAM168B,2247
FAM169A,14
FAM170A,2248
FAM170B,2249
FAM171A1,2250
FAM171A2,2251
FAM171B,29
FAM172A,2252
FAM174A,2253
FAM174B,71
FAM180A,2254
FAM183A,2255
FAM184A,2256
FAM185A,4
FAM186B,2257
FAM187B,2258
FAM189A1,2259
FAM189A2,2260
FAM189B,2261
FAM192A,14
FAM193B,2262
FAM200A,2263
FAM200B,14
FAM204A,2264
FAM205A,2265
FAM207A,10
FAM209A,2266
FAM209B,73
FAM20A,2267
FAM20B,30
FAM20C,2268
FAM210A,21
FAM210B,73
FAM214A,2269
FAM214B,2270
FAM217B,2271
FAM218A,2272
FAM220A,50
FAM222B,30
FAM24A,2273
FAM24B,56
FAM32A,70
FAM3B,14
FAM3C,2274
FAM3D,4
FAM47E,55
FAM49A,29
FAM49B,5
FAM50B,73
FAM53A,70
FAM53B,73
FAM53C,14
FAM71A,2275
FAM71B,10
FAM71C,2276
FAM72B,52
FAM76A,2277
FAM76B,60
FAM81B,2278
FAM83A,50
FAM83C,2279
FAM83D,21
FAM83E,2280
FAM83G,2281
FAM83H,41
FAM86B2,2282
FAM89B,10
FAM8A1,2283
FAM90A1,2284
FAM91A1,73
FAM92B,2285
FAM98A,2286
FAM98B,47
FAM98C,41
FAN1,2287
FANCA,45
FANCC,45
FANCD2,45
FANCE,45
FANCF,45
FANCG,45
FANCI,45
FANCL,45
FANCM,45
FANK1,2288
FAP,2289
FAR1,37
FAR2,2290
FARP1,2291
FARP2,2292
FARS2,55
FARSA,2293
FARSB,27
FAS,60
FASLG,2294
FASN,11
FASTKD1,29
FASTKD2,0
FASTKD3,2295
FASTKD5,0
FAT1,60
FAT2,2296
FAT4,2297
FAU,27
FAXC,3
FAXDC2,2298
FBF1,5
FBL,27
FBLIM1,14
FBLN1,14
FBLN2,14
FBLN5,2299
FBLN7,2300
FBN1,63
FBN3,62
FBP1,2301
FBP2,2302
FBXL12,2303
FBXL13,2304
FBXL14,60
FBXL15,55
FBXL16,2305
FBXL18,2306
FBXL19,3
FBXL20,2307
FBXL22,2308
FBXL3,70
FBXL4,30
FBXL5,63
FBXL6,73
FBXL7,60
FBXL8,2309
FBXO10,2310
FBXO11,2311
FBXO15,2312
FBXO17,2313
FBXO2,60
FBXO21,70
FBXO22,3
FBXO24,2314
FBXO25,29
FBXO27,2315
FBXO28,60
FBXO3,2316
FBXO30,2317
FBXO31,2318
FBXO32,2319
FBXO33,60
FBXO34,2320
FBXO38,2321
FBXO39,2322
FBXO4,14
FBXO40,2323
FBXO41,60
FBXO42,43
FBXO43,2324
FBXO44,60
FBXO45,10
FBXO46,14
FBXO48,2325
FBXO5,45
FBXO6,5
FBXO7,70
FBXO8,73
FBXO9,14
FBXW10,2326
FBXW12,2327
FBXW2,2328
FBXW4,38
FBXW5,14
FBXW7,50
FBXW8,2329
FBXW9,2330
FCAMR,2331
FCAR,2332
FCER1G,2333
FCER2,2334
FCGBP,2335
FCGR1B,2336
FCGR2A,2337
FCGR2B,2338
FCGR3A,2339
FCGR3B,2340
FCGRT,2341
FCHO1,14
FCHO2,52
FCHSD1,2342
FCHSD2,60
FCN1,2343
FCN2,2344
FCN3,2345
FCRL1,2346
FCRL2,2347
FCRL3,2348
FCRL4,2349
FCRL5,2350
FCRL6,2351
FCRLA,2352
FCRLB,2353
FDCSP,2354
FDFT1,11
FDPS,11
FDX1,0
FDXACB1,2355
FDXR,55
FECH,0
FEM1A,54
FEM1B,37
FEN1,45
FER,2356
FER1L6,2357
FERD3L,14
FERMT1,41
FERMT2,41
FERMT3,2358
FES,2359
FETUB,2360
FEZ1,2361
FEZF1,2362
FEZF2,2363
FFAR1,2364
FFAR2,2365
FFAR3,2366
FFAR4,2367
FGA,2368
FGB,2369
FGD2,2370
FGD3,2371
FGD4,30
FGD5,2372
FGD6,47
FGF1,2373
FGF10,2374
FGF11,2375
FGF12,2376
FGF14,2377
FGF17,2378
FGF18,2379
FGF19,2380
FGF2,2381
FGF20,2382
FGF21,2383
FGF22,2384
FGF23,2385
FGF3,2386
FGF4,2387
FGF5,2388
FGF6,2389
FGF7,2390
FGF8,2391
FGF9,2392
FGFBP1,2393
FGFBP2,2394
FGFBP3,5
FGFR1,30
FGFR1OP,48
FGFR1OP2,30
FGFR3,21
FGFR4,29
FGFRL1,14
FGG,60
FGGY,2395
FGL1,2396
FGL2,2397
FGR,2398
FH,11
FHIT,11
FHL2,5
FHL3,2399
FHL5,2400
FHOD1,29
FHOD3,14
FIBCD1,2401
FIBIN,2402
FIBP,41
FICD,60
FIG4,1
FIGLA,2403
FIGN,14
FIGNL1,2404
FILIP1,2405
FILIP1L,2406
FIS1,2407
FITM1,2408
FITM2,37
FIZ1,27
FJX1,16
FKBP10,60
FKBP11,2409
FKBP14,2410
FKBP15,2411
FKBP1A,73
FKBP1B,2412
FKBP2,14
FKBP3,14
FKBP4,54
FKBP5,29
FKBP6,2413
FKBP7,2414
FKBP8,60
FKBP9,14
FKBPL,11
FKRP,2415
FKTN,2416
FLAD1,29
FLCN,71
FLG,2417
FLG2,2418
FLI1,21
FLII,5
FLNB,37
FLNC,21
FLOT2,14
FLRT1,2419
FLRT2,2420
FLRT3,2421
FLT1,2422
FLT3,70
FLT3LG,2423
FLT4,2424
FLVCR1,73
FLVCR2,2425
FLYWCH1,60
FLYWCH2,14
FMN1,2426
FMN2,2427
FMNL1,14
FMNL2,5
FMNL3,38
FMO1,2428
FMO2,2429
FMO3,2430
FMO4,2431
FMO5,2432
FMOD,2433
FN1,60
FN3KRP,47
FNBP1,14
FNBP1L,2434
FNBP4,8
FNDC1,2435
FNDC3A,2436
FNDC3B,73
FNDC4,29
FNDC5,27
FNDC7,2437
FNDC8,2438
FNIP1,71
FNIP2,2439
FNTA,47
FOCAD,60
FOLH1,2440
FOLR1,2441
FOLR2,2442
FOPNL,60
FOS,54
FOSB,73
FOSL1,3
FOSL2,14
FOXA1,70
FOXA2,29
FOXA3,2443
FOXB1,20
FOXB2,2444
FOXC1,60
FOXC2,2445
FOXD2,2446
FOXD3,2447
FOXD4,2448
FOXD4L1,2449
FOXD4L4,2450
FOXD4L5,2451
FOXD4L6,2452
FOXE1,5
FOXE3,2453
FOXF1,14
FOXF2,2454
FOXG1,2455
FOXH1,73
FOXI1,2456
FOXI2,2457
FOXJ1,2458
FOXJ2,60
FOXJ3,14
FOXK1,27
FOXK2,27
FOXL2,63
FOXL2NB,29
FOXM1,45
FOXN1,2459
FOXN3,2460
FOXO1,41
FOXO3,60
FOXP1,2461
FOXP2,2462
FOXP4,14
FOXQ1,2463
FOXR1,60
FOXRED1,0
FOXRED2,14
FOXS1,47
FPGS,11
FPGT,14
FPR1,2464
FPR2,2465
FPR3,2466
FRA10AC1,2467
FRAS1,2468
FRAT1,2469
FRAT2,54
FREM1,2470
FREM2,2471
FREM3,2472
FRG1,60
FRG2B,2473
FRG2C,2474
FRK,2475
FRMD1,2476
FRMD3,70
FRMD4A,21
FRMD4B,2477
FRMD5,14
FRMD6,10
FRMD8,2478
FRMPD1,2479
FRMPD2,2480
FRRS1,6
FRRS1L,2481
FRS2,30
FRS3,14
FRY,2482
FRYL,2483
FRZB,2484
FSBP,2485
FSCB,2486
FSCN1,73
FSCN2,2487
FSCN3,2488
FSD1,2489
FSD2,2490
FSHR,2491
FST,10
FSTL1,2492
FSTL3,14
FSTL5,73
FTCD,2493
FTH1,65
FTL,60
FTMT,2494
FTO,4
FTSJ3,47
FUBP1,4
FUBP3,60
FUCA1,55
FUCA2,2495
FUOM,14
FURIN,73
FUS,63
FUT1,65
FUT10,14
FUT11,54
FUT2,60
FUT3,2496
FUT4,65
FUT5,60
FUT6,2497
FUT7,2498
FUT9,2499
FUZ,60
FXN,47
FXR1,14
FXR2,14
FXYD1,2500
FXYD2,2501
FXYD3,60
FXYD4,2502
FXYD5,73
FXYD6,2503
FXYD7,2504
FYCO1,30
FYTTD1,14
FZD1,73
FZD2,73
FZD3,2505
FZD4,60
FZD5,14
FZD6,60
FZD7,14
FZD8,4
FZD9,14
FZR1,52
G0S2,59
G2E3,2506
G3BP1,10
G3BP2,4
G6PC,2507
G6PC2,2508
G6PC3,2509
GAA,10
GAB1,30
GAB2,30
GABARAP,14
GABARAPL1,2510
GABARAPL2,2511
GABBR1,54
GABBR2,2512
GABPA,60
GABPB1,60
GABPB2,73
GABRA1,2513
GABRA2,2514
GABRA4,2515
GABRA5,2516
GABRA6,2517
GABRB1,2518
GABRB2,2519
GABRB3,2520
GABRD,2521
GABRG1,2522
GABRG2,2523
GABRG3,2524
GABRP,2525
GABRR1,2526
GABRR2,14
GAD1,70
GAD2,2527
GADD45A,2528
GADD45B,65
GADD45G,29
GADD45GIP1,55
GADL1,2529
GAK,21
GAL,2530
GAL3ST1,2531
GAL3ST2,2532
GAL3ST3,2533
GAL3ST4,2534
GALC,2535
GALE,11
GALK1,60
GALK2,48
GALM,2536
GALNS,2537
GALNT1,2538
GALNT10,30
GALNT11,2539
GALNT12,29
GALNT14,29
GALNT15,2540
GALNT16,2541
GALNT18,2542
GALNT2,60
GALNT3,60
GALNT4,14
GALNT5,2543
GALNT6,2544
GALNT8,2545
GALNT9,14
GALNTL5,2546
GALNTL6,2547
GALR1,2548
GALR2,2549
GALR3,65
GALT,54
GAMT,52
GAN,60
GANAB,73
GANC,10
GAPDH,11
GAPDHS,2550
GAPT,2551
GAPVD1,5
GAR1,65
GARNL3,2552
GARS,27
GART,11
GAS1,2553
GAS2,2554
GAS2L1,14
GAS2L2,2555
GAS6,54
GAS7,2556
GAS8,2557
GAST,2558
GATA2,29
GATA3,70
GATA4,65
GATA5,2559
GATA6,41
GATAD1,70
GATAD2A,65
GATAD2B,48
GATC,55
GATM,2560
GBA,14
GBA2,60
GBE1,2561
GBF1,4
GBGT1,2562
GBP1,14
GBP2,2563
GBP3,2564
GBP4,2565
GBP5,2566
GBP6,2567
GBP7,2568
GBX1,2569
GBX2,2570
GC,2571
GCA,2572
GCAT,37
GCC1,60
GCC2,30
GCDH,2573
GCFC2,55
GCG,2574
GCGR,2575
GCH1,14
GCHFR,56
GCK,2576
GCKR,2577
GCLC,11
GCLM,11
GCM1,2578
GCM2,2579
GCNT1,2580
GCNT2,0
GCNT3,2581
GCSAM,2582
GCSAML,2583
GCSH,0
GDA,2584
GDAP1,14
GDAP2,71
GDE1,14
GDF1,32
GDF10,2585
GDF11,41
GDF2,2586
GDF3,2587
GDF5,2588
GDF6,2589
GDF7,29
GDF9,2590
GDI2,30
GDNF,2591
GDPD1,14
GDPD3,2592
GDPD4,2593
GDPD5,2594
GDPGP1,2595
GEM,2596
GEMIN4,27
GEMIN5,27
GEMIN6,27
GEMIN7,27
GEN1,45
GET4,2597
GFAP,2598
GFER,47
GFI1,70
GFI1B,70
GFM1,55
GFM2,0
GFOD1,2599
GFOD2,2600
GFPT1,11
GFPT2,2601
GFRA1,2602
GFRA2,2603
GFRA3,2604
GFRA4,2605
GFRAL,60
GFY,2606
GGA1,14
GGA2,2607
GGA3,14
GGACT,38
GGCT,60
GGCX,60
GGH,60
GGN,2608
GGNBP2,63
GGPS1,27
GGT1,14
GGT5,2609
GGT6,54
GGT7,30
GGTLC1,2610
GGTLC2,2611
GH1,2612
GH2,2613
GHDC,60
GHITM,2614
GHR,2615
GHRH,2616
GHRHR,2617
GHRL,2618
GHSR,2619
GID4,60
GID8,5
GIGYF1,52
GIGYF2,10
GIMAP1,2620
GIMAP2,60
GIMAP4,2621
GIMAP5,2622
GIMAP6,2623
GIMAP7,2624
GIMAP8,2625
GIN1,2626
GINM1,2627
GINS1,27
GINS2,27
GINS3,27
GINS4,14
GIP,2628
GIPC1,2629
GIPC2,2630
GIPR,2631
GIT1,41
GIT2,60
GJA1,60
GJA10,2632
GJA3,2633
GJA4,2634
GJA5,2635
GJA9,48
GJB2,10
GJB3,52
GJB4,2636
GJB5,2637
GJB6,2638
GJB7,2639
GJC2,2640
GJC3,2641
GJD2,2642
GJD3,2643
GJD4,2644
GK2,2645
GK5,14
GKAP1,2646
GKN1,2647
GKN2,2648
GLB1,2649
GLB1L,2650
GLB1L3,2651
GLCCI1,30
GLCE,30
GLDC,2652
GLDN,2653
GLE1,50
GLG1,14
GLI1,10
GLI2,2654
GLI3,2655
GLI4,4
GLIPR1,10
GLIPR1L1,2656
GLIPR1L2,2657
GLIPR2,60
GLIS1,2658
GLIS2,2659
GLIS3,10
GLMN,38
GLO1,14
GLP1R,2660
GLP2R,2661
GLRA1,2662
GLRA3,2663
GLRB,2664
GLRX,2665
GLRX2,60
GLRX3,47
GLRX5,0
GLS,11
GLS2,2666
GLT1D1,2667
GLT6D1,2668
GLT8D1,14
GLT8D2,65
GLTP,37
GLTPD2,73
GLUD1,30
GLYAT,2669
GLYATL1,2670
GLYATL2,2671
GLYATL3,2672
GLYCTK,2673
GLYR1,60
GM2A,14
GMCL1,2674
GMEB1,60
GMEB2,60
GMFB,60
GMFG,2675
GMIP,2676
GML,2677
GMNC,2678
GMNN,27
GMPPA,11
GMPPB,11
GMPR,21
GMPR2,14
