dataset,repeat,n_calls_T,auc_score_T,auc_phat_T,auc_score_E,auc_phat_E
DRIVE,96,2805,0.5906370197502053,0.5653974142888962,0.6045207980333377,0.5123250058257336
DRIVE,97,2382,0.6507005115071353,0.6213296818525033,0.5986299945291647,0.5182842637786257
DRIVE,98,2942,0.556278200106013,0.5144232633906062,0.6078450216619634,0.4978960467670202
DRIVE,99,2959,0.6016514686725217,0.5145193371713521,0.6030731671153355,0.583344265469
HAP1,0,34227,0.5540292051015799,0.38962348807522657,0.5562230985171751,0.6405540172626196
HAP1,1,34584,0.5304724839274884,0.5617810844165446,0.5583768180157984,0.5263012043305472
HAP1,2,34069,0.5612858249609728,0.48699540937441815,0.5552194163945307,0.6923261116103129
HAP1,3,34576,0.5251244171878541,0.5616755924458569,0.559263036723115,0.5762068250821631
HAP1,4,33962,0.5536426572156471,0.46770043983986215,0.55626837734456,0.5961076988133777
HAP1,5,34513,0.5590659592913368,0.5685335436856735,0.5556317759131826,0.6794255902003264
HAP1,6,34056,0.5267099836301438,0.5077397810703056,0.5590638518728157,0.6390484904313614
HAP1,7,32481,0.5654892296599426,0.43392299840390247,0.5550477796190824,0.5787407839272577
HAP1,8,34427,0.5622391550249471,0.5088132391772751,0.5552497910782757,0.666184063080128
HAP1,9,34698,0.5350946892647063,0.48918445666822763,0.5583957442847154,0.5702449043264884
HAP1,10,33743,0.5705729321978477,0.5698416599314897,0.5544079456483045,0.6580351637086302
HAP1,11,34282,0.5394436869585132,0.4421186909476838,0.5578450929846797,0.6971091984969706
HAP1,12,34712,0.547288548637044,0.4585931753382784,0.5569564972515374,0.6706942975707906
HAP1,13,34016,0.5818925029407366,0.5571261449671971,0.5529274159511379,0.6339086224145825
HAP1,14,33756,0.5519433733445619,0.5977827150915971,0.5564049677827868,0.5689045659359401
HAP1,15,33244,0.549436464299838,0.6854953075899255,0.5567071702763142,0.6947277792054205
HAP1,16,34341,0.5104154502395212,0.45365791138550143,0.5612203039018564,0.6181916724207501
HAP1,17,34062,0.5659662219916521,0.35001280794397305,0.5549003436514218,0.5429807692427943
HAP1,18,34655,0.538199699851207,0.402177360068038,0.5577698568591164,0.6341350024806509
HAP1,19,34166,0.5561335972076591,0.4696231406644069,0.5559956085810938,0.6743334755346837
HAP1,20,34135,0.5717298440936839,0.3688316824319497,0.5543824798500423,0.5465212694846967
HAP1,21,33825,0.5693418085805855,0.5559856175536071,0.5545749541034855,0.6871384828524936
HAP1,22,33954,0.5133944829381941,0.5249733761450259,0.5602117601700122,0.674899564656375
HAP1,23,33982,0.5531362006655086,0.4731823912360951,0.556310577052732,0.6100190939395589
HAP1,24,33742,0.5652020763706823,0.4984586016184461,0.5552271304104537,0.5796236002617473
HAP1,25,33930,0.5395721843477104,0.535251858686897,0.557784531015037,0.6582995156367015
HAP1,26,34527,0.5538749636346354,0.4882892004228464,0.5561869587709234,0.6178752080933511
HAP1,27,33562,0.5765928755759909,0.47378798188955484,0.5537662876107317,0.5634761857933291
HAP1,28,33699,0.5705985427756346,0.6464137200665768,0.5542976608696207,0.6953598682198961
HAP1,29,33941,0.5441770339593743,0.5804984637671279,0.5573273870799605,0.6085935587939006
HAP1,30,33756,0.5714998828398726,0.5216809535390687,0.5544368067113609,0.6431055154223453
HAP1,31,34116,0.5689436598771067,0.519258236590488,0.5544217391352911,0.7108514430257711
HAP1,32,33614,0.5745469993984623,0.41322615537484103,0.5541628915280032,0.5555889559300234
HAP1,33,33906,0.5281027849464068,0.4652812242340393,0.5587032194028662,0.7180412701138376
HAP1,34,33721,0.5466522187925466,0.5503424586088135,0.5569037084063534,0.6423040640140114
HAP1,35,35055,0.557323929151442,0.44369061184861963,0.5558689029200383,0.6666122237268344
HAP1,36,33631,0.5638827711988713,0.5218170327960758,0.555174363812186,0.5878508099312323
HAP1,37,34211,0.5444621523468394,0.4675145542356528,0.5572819954132422,0.4971263551960329
HAP1,38,33592,0.5636733429817572,0.5588314414285328,0.5550901528022475,0.5654133700480954
HAP1,39,34294,0.5491383746150285,0.471375197518066,0.556796352436391,0.6186694646157496
HAP1,40,33822,0.5595228429637469,0.5817291477155733,0.5556087593223121,0.6099126559335141
HAP1,41,33829,0.5596059367317552,0.5840455812910187,0.5555851046014086,0.7471230496048556
HAP1,42,33916,0.5499602548353028,0.5677217949965436,0.5567188454090394,0.6721450546163599
HAP1,43,34680,0.5708995225385207,0.5061513334722264,0.5542234191645494,0.5620706685555177
HAP1,44,34188,0.5292795511581324,0.5279901728894347,0.5591379414667449,0.6670732488139712
HAP1,45,34193,0.5642897918827845,0.4353534013876293,0.5550836830263811,0.526449124300791
HAP1,46,34114,0.544740140328601,0.4929006192738378,0.5572234003068695,0.6336433690270085
HAP1,47,33674,0.5807652370998745,0.4931658411345441,0.5532724400885434,0.6500238980249916
HAP1,48,33708,0.56434693424977,0.47515396114117237,0.5550643536344344,0.5941523997801218
HAP1,49,33204,0.5389279747814776,0.5163000845327598,0.5580905925779633,0.6176487004245563
HAP1,50,34299,0.5612612550510273,0.450772712799656,0.5553945215754351,0.6679821951232513
HAP1,51,34294,0.57615564659192,0.5048473537182452,0.5536498903082905,0.6469977984544729
HAP1,52,34962,0.540391348590829,0.5457618686458777,0.5578492946416582,0.6605732986999984
HAP1,53,34200,0.5562836982511347,0.4968026961263058,0.5559735457725395,0.6150582725334076
HAP1,54,33469,0.5413542919583066,0.5543834412733714,0.5576142814374645,0.6688579081597106
HAP1,55,33696,0.5701345932390962,0.5788049406242499,0.5545838393030139,0.7100011207808474
HAP1,56,34782,0.5845928384643269,0.5227216546903338,0.5532542903481914,0.6600870977250376
HAP1,57,34642,0.5747428577565493,0.5048408455645783,0.554081016707118,0.604777917632096
HAP1,58,33465,0.5773832425132304,0.4898541512900642,0.5539404854459341,0.5969141152428566
HAP1,59,34133,0.5321849415901878,0.5495867920597023,0.5586732535705079,0.6717533861194641
HAP1,60,34791,0.5558464536168969,0.5844579877421425,0.5559819760769095,0.6656589404378864
HAP1,61,33932,0.5618966766052199,0.5549304466972814,0.5554179907066957,0.5461502307061264
HAP1,62,34717,0.5343637766264088,0.5574471461024918,0.5586465814027468,0.6311629578406178
HAP1,63,33446,0.5385208499754007,0.4721107849214611,0.5579306077369892,0.6592168479541259
HAP1,64,33789,0.5395379273967277,0.5709508594367166,0.5579740248029682,0.6577060556918378
HAP1,65,33171,0.5433225313228216,0.561104638082885,0.5573917610223271,0.6669364467644521
HAP1,66,34004,0.5724501257335005,0.5048669401680619,0.5541538697434492,0.5348414759721211
HAP1,67,34368,0.5761662025146216,0.4745548359931497,0.5535208762290872,0.5909012008538113
HAP1,68,34088,0.5493059986707649,0.46799218731690406,0.5565888541474495,0.6234951636975306
HAP1,69,33945,0.5166471615371098,0.5389183531487824,0.5601115337392418,0.5147096646120062
HAP1,70,34233,0.5731129526789603,0.48685972381557097,0.5543737750343364,0.4984630685586166
HAP1,71,33576,0.5658085620994074,0.4981375922118757,0.5547191000445982,0.7320239252120742
HAP1,72,33959,0.5359465791590929,0.5405381939271134,0.5579886882841243,0.5313237172179477
HAP1,73,34650,0.542143006248177,0.6498854497544359,0.557509833782415,0.6764163305297053
HAP1,74,34529,0.5585080923058938,0.5715096533913304,0.5557268435313721,0.6381427586386875
HAP1,75,34210,0.533961253264984,0.5082890264406812,0.5589607933227326,0.6562329204070811
HAP1,76,34018,0.5486728514476416,0.5954346285067111,0.5569105060262322,0.6124513672906471
HAP1,77,33907,0.5547396595310884,0.7099399478543662,0.556177300702752,0.7239966618046962
HAP1,78,33740,0.5425554852474077,0.5443275319012401,0.557389071578958,0.6209701054383151
HAP1,79,33840,0.559624757640637,0.5710616653001034,0.5555996600479995,0.6156588341095508
HAP1,80,34224,0.5662265066621074,0.5686635636594906,0.5548758319224494,0.6242322780489279
HAP1,81,33916,0.5322913972279385,0.47413843206340966,0.5578992499353391,0.470254100296425
HAP1,82,33419,0.5773928517963879,0.5193781628223655,0.5534891166571636,0.6210765646879457
HAP1,83,34838,0.5672093752110191,0.6083165389118188,0.5544484181712473,0.6286614440509349
HAP1,84,33046,0.5859934724327347,0.532201925674703,0.552848680733698,0.6872369210914023
HAP1,85,33929,0.5767665922465526,0.46645834594603947,0.5534905839044182,0.662044753288983
HAP1,86,34133,0.5762474776983441,0.5388002890376495,0.5538510010048379,0.6159795957245843
HAP1,87,34313,0.5348789021322647,0.5639872166437013,0.558167174164266,0.68433202508713
HAP1,88,33770,0.5470614321329278,0.4126873376580998,0.5570504719762935,0.6114545276771797
HAP1,89,33540,0.5472901163225978,0.503325371158432,0.5569135116001642,0.48182285402841696
HAP1,90,34578,0.5614882175007385,0.5745717566077494,0.5553019829465506,0.7068237610822248
HAP1,91,33973,0.5691765163228223,0.5098936366489587,0.5545842490704532,0.6626222153783075
HAP1,92,34512,0.5204398895300817,0.6111342388823683,0.5597897005674272,0.6718624312141357
HAP1,93,33829,0.5432478516035357,0.42199787270762673,0.5576175176637723,0.5703750684788033
HAP1,94,33803,0.5736337061903872,0.46588109625979324,0.5541782028074398,0.5588273332997226
HAP1,95,33969,0.5386255485295063,0.45274773123282597,0.5577378974899887,0.5736249363638569
HAP1,96,33031,0.5759245818471039,0.4319674607470734,0.5538657560062159,0.5853349360341906
HAP1,97,33830,0.554815323413325,0.5169049615633058,0.5560910544535748,0.5964137008065927
HAP1,98,34019,0.5739165593277046,0.6559110300621427,0.5545216013657731,0.6577741424421416
HAP1,99,33148,0.575501341260299,0.4922753384869183,0.5537627052564461,0.618705691225577
