dataset,repeat,rule,label,fdp,correct,total,units,supp_units,fmax,prec,rec
Sanger,99,Floor,score>=100.167,0.22265395522117615,1738.0,22041.0,1085,424,,,
Sanger,99,Top-1,top1,0.2103023516237402,146.0,1085.0,1085,146,,,
Sanger,99,Top-3,top3,0.21325121313923107,386.0,3091.0,1085,235,,,
DRIVE,0,Fmax,score>=204.22,0.09465157240629196,342.0,2400.0,209,107,0.20727983501988892,0.13922684128220017,0.40547079702648703
DRIVE,0,Fmax-full,score>=100.273,0.17959003150463104,718.0,7287.0,370,161,0.004446041187923273,0.07791936557923732,0.0022883053915583873
DRIVE,0,Floor,score>=100.167,0.17959003150463104,718.0,7287.0,370,161,,,
DRIVE,0,Top-1,top1,0.16763925729442972,54.0,370.0,370,54,,,
DRIVE,0,Top-3,top3,0.16923076923076924,149.0,1003.0,370,89,,,
DRIVE,1,Fmax,score>=256.276,0.0932183712720871,187.0,1584.0,205,86,0.22146995308797976,0.17676717943779924,0.2964358087563829
DRIVE,1,Fmax-full,score>=100.273,0.18284110724925995,623.0,8326.0,372,167,0.004720819843854032,0.08273297427745348,0.002429731276100636
DRIVE,1,Floor,score>=100.167,0.18284180760383606,623.0,8328.0,372,167,,,
DRIVE,1,Top-1,top1,0.1713527851458886,49.0,372.0,372,49,,,
DRIVE,1,Top-3,top3,0.17577365163572062,122.0,1030.0,372,78,,,
DRIVE,2,Fmax,score>=256.276,0.09495079517364502,270.0,1661.0,218,102,0.20637132023861332,0.16094509692902262,0.2875240304765822
DRIVE,2,Fmax-full,score>=100.273,0.19224119186401367,756.0,8170.0,394,178,0.004321948106154755,0.07989794647638698,0.0022210459688273847
DRIVE,2,Floor,score>=100.167,0.19224119186401367,756.0,8171.0,394,178,,,
DRIVE,2,Top-1,top1,0.1830238726790451,49.0,394.0,394,49,,,
DRIVE,2,Top-3,top3,0.18284703801945182,144.0,1082.0,394,91,,,
DRIVE,3,Fmax,score>=206.09,0.10841843485832214,337.0,2802.0,234,113,0.21769748892662688,0.14988149966833728,0.3975948720884234
DRIVE,3,Fmax-full,score>=100.273,0.18701677024364471,713.0,8759.0,383,170,0.004498903543891208,0.08020871002926354,0.002314357895829027
DRIVE,3,Floor,score>=100.167,0.18701677024364471,713.0,8761.0,383,170,,,
DRIVE,3,Top-1,top1,0.17453580901856763,54.0,383.0,383,54,,,
DRIVE,3,Top-3,top3,0.17789566755084,139.0,1054.0,383,89,,,
DRIVE,4,Fmax,score>=246.766,0.09779202938079834,227.0,1907.0,210,84,0.22870852939404548,0.1758934269106485,0.32685143534425837
DRIVE,4,Fmax-full,score>=100.273,0.18095554411411285,696.0,8283.0,373,167,0.004505708313005997,0.07770304041584646,0.002320121741940461
DRIVE,4,Floor,score>=100.167,0.18095554411411285,696.0,8283.0,373,167,,,
DRIVE,4,Top-1,top1,0.17559681697612733,42.0,373.0,373,42,,,
DRIVE,4,Top-3,top3,0.17435897435897438,129.0,1034.0,373,84,,,
DRIVE,5,Fmax,score>=206.09,0.09453656524419785,307.0,2345.0,211,109,0.20490978423574727,0.13792020718400344,0.39843435541354905
DRIVE,5,Fmax-full,score>=100.273,0.18193084001541138,651.0,7847.0,373,168,0.004525754516985384,0.07977104401561622,0.0023289427287682195
DRIVE,5,Floor,score>=100.167,0.18193155527114868,651.0,7848.0,373,168,,,
DRIVE,5,Top-1,top1,0.1713527851458886,50.0,373.0,373,50,,,
DRIVE,5,Top-3,top3,0.1728558797524315,139.0,1035.0,373,89,,,
DRIVE,6,Fmax,score>=257.495,0.08771025389432907,228.0,1564.0,197,86,0.21284613465952046,0.16835530081008943,0.289298262093598
DRIVE,6,Fmax-full,score>=100.273,0.17141810059547424,647.0,7922.0,350,161,0.004648024872597785,0.0812499063056812,0.0023924441453272416
DRIVE,6,Floor,score>=100.167,0.17141810059547424,647.0,7922.0,350,161,,,
DRIVE,6,Top-1,top1,0.16339522546419097,42.0,350.0,350,42,,,
DRIVE,6,Top-3,top3,0.1616268788682582,134.0,975.0,350,87,,,
DRIVE,7,Fmax,score>=204.22,0.09530413895845413,313.0,2626.0,209,101,0.2101681307479857,0.14144315977354308,0.40879517198676385
DRIVE,7,Fmax-full,score>=100.273,0.17091430723667145,643.0,7946.0,353,164,0.004568515677548992,0.0771730211046007,0.0023539322952143955
DRIVE,7,Floor,score>=100.167,0.17091430723667145,643.0,7947.0,353,164,,,
DRIVE,7,Top-1,top1,0.16074270557029177,50.0,353.0,353,50,,,
DRIVE,7,Top-3,top3,0.16109637488947834,146.0,977.0,353,87,,,
DRIVE,8,Fmax,score>=265.875,0.09305470436811447,240.0,1572.0,209,90,0.2160016953165088,0.18073868090664147,0.26836007990360217
DRIVE,8,Fmax-full,score>=100.273,0.18856120109558105,725.0,8192.0,388,184,0.004285510900184192,0.07827765772489989,0.0022030615749010145
DRIVE,8,Floor,score>=100.167,0.18856120109558105,725.0,8194.0,388,184,,,
DRIVE,8,Top-1,top1,0.176657824933687,55.0,388.0,388,55,,,
DRIVE,8,Top-3,top3,0.1812555260831123,137.0,1075.0,388,87,,,
DRIVE,9,Fmax,score>=252.332,0.1013258844614029,227.0,1702.0,224,95,0.21811014133245668,0.1748812259771885,0.289728062759325
DRIVE,9,Fmax-full,score>=100.273,0.1987953782081604,697.0,8573.0,407,175,0.004477276998145115,0.08035800331517269,0.0023027903561866976
DRIVE,9,Floor,score>=100.167,0.19879606366157532,697.0,8576.0,407,175,,,
DRIVE,9,Top-1,top1,0.18249336870026525,63.0,407.0,407,63,,,
DRIVE,9,Top-3,top3,0.18956675508399648,149.0,1129.0,407,96,,,
DRIVE,10,Fmax,score>=205.996,0.10193229466676712,336.0,2478.0,225,105,0.20987850368275826,0.14133521311800643,0.4075070695541709
DRIVE,10,Fmax-full,score>=100.273,0.17999312281608582,747.0,8293.0,368,160,0.004545479133946982,0.08083200988086811,0.002338490497686671
DRIVE,10,Floor,score>=100.167,0.17999312281608582,747.0,8294.0,368,160,,,
DRIVE,10,Top-1,top1,0.1702917771883289,47.0,368.0,368,47,,,
DRIVE,10,Top-3,top3,0.1709106984969054,137.0,1024.0,368,84,,,
DRIVE,11,Fmax,score>=205.996,0.10922862589359283,305.0,2651.0,240,117,0.2109131715660015,0.1430024154313648,0.4016570317223267
DRIVE,11,Fmax-full,score>=100.273,0.1873084157705307,688.0,8808.0,384,175,0.004692159961104397,0.07978723478208642,0.0024171544794959923
DRIVE,11,Floor,score>=100.167,0.1873091161251068,688.0,8809.0,384,175,,,
DRIVE,11,Top-1,top1,0.17453580901856763,55.0,384.0,384,55,,,
DRIVE,11,Top-3,top3,0.17754199823165343,144.0,1059.0,384,94,,,
DRIVE,12,Fmax,score>=220.428,0.10902103036642075,267.0,2333.0,236,99,0.2177225827963199,0.1533315621170343,0.37534900494934625
DRIVE,12,Fmax-full,score>=100.273,0.19311699271202087,668.0,8242.0,398,173,0.004407075582556776,0.07754904252511484,0.002267981965018344
DRIVE,12,Floor,score>=100.167,0.19311699271202087,668.0,8243.0,398,173,,,
DRIVE,12,Top-1,top1,0.18461538461538463,50.0,398.0,398,50,,,
DRIVE,12,Top-3,top3,0.18603006189213087,136.0,1090.0,398,90,,,
DRIVE,13,Fmax,score>=257.495,0.08617649227380753,236.0,1758.0,194,94,0.21113091494057326,0.16755319510394262,0.285344011041183
DRIVE,13,Fmax-full,score>=100.273,0.1777852326631546,726.0,8424.0,368,172,0.004455484978148079,0.07617672231106684,0.002294854119411228
DRIVE,13,Floor,score>=100.167,0.1777852326631546,726.0,8424.0,368,172,,,
DRIVE,13,Top-1,top1,0.16710875331564987,53.0,368.0,368,53,,,
DRIVE,13,Top-3,top3,0.16861184792219278,146.0,1014.0,368,92,,,
DRIVE,14,Fmax,score>=265.875,0.08698926866054535,192.0,1467.0,192,76,0.22066889016431665,0.1858705120322145,0.2714983799165859
DRIVE,14,Fmax-full,score>=100.273,0.181935116648674,624.0,7779.0,369,158,0.00484324591380129,0.08390201513070408,0.002493594355036277
DRIVE,14,Floor,score>=100.167,0.181935116648674,624.0,7779.0,369,158,,,
DRIVE,14,Top-1,top1,0.1740053050397878,41.0,369.0,369,41,,,
DRIVE,14,Top-3,top3,0.17524314765694077,114.0,1012.0,369,76,,,
DRIVE,15,Fmax,score>=252.332,0.09699096530675888,211.0,1633.0,208,86,0.22493188321517552,0.18527502264858278,0.2861886124727725
DRIVE,15,Fmax-full,score>=100.273,0.18843957781791687,598.0,8155.0,381,158,0.00466674211640203,0.08534104761822946,0.0023989628289972104
DRIVE,15,Floor,score>=100.167,0.18844029307365417,598.0,8157.0,381,158,,,
DRIVE,15,Top-1,top1,0.18143236074270558,39.0,381.0,381,39,,,
DRIVE,15,Top-3,top3,0.18028293545534926,123.0,1049.0,381,80,,,
DRIVE,16,Fmax,score>=205.996,0.1015436053276062,328.0,2586.0,224,111,0.2080123138057781,0.1415685017903646,0.3919881959931904
DRIVE,16,Fmax-full,score>=100.273,0.17767243087291718,688.0,8200.0,363,163,0.004569215811824116,0.0810782291467516,0.002350849731094864
DRIVE,16,Floor,score>=100.167,0.1776731312274933,688.0,8202.0,363,163,,,
DRIVE,16,Top-1,top1,0.1660477453580902,50.0,363.0,363,50,,,
DRIVE,16,Top-3,top3,0.1687002652519894,133.0,1015.0,363,85,,,
DRIVE,17,Fmax,score>=205.996,0.10817312449216843,314.0,2465.0,234,113,0.21681866270111352,0.14895022410266803,0.3983038631689948
DRIVE,17,Fmax-full,score>=100.273,0.18977442383766174,679.0,8461.0,389,174,0.004414602858791098,0.07984150015884522,0.0022700595911328892
DRIVE,17,Floor,score>=100.167,0.18977512419223785,679.0,8463.0,389,174,,,
DRIVE,17,Top-1,top1,0.18249336870026525,45.0,389.0,389,45,,,
DRIVE,17,Top-3,top3,0.18090185676392573,138.0,1066.0,389,93,,,
DRIVE,18,Fmax,score>=265.875,0.08716945350170135,219.0,1545.0,199,88,0.209457271109524,0.1746821074993476,0.26151981117862017
DRIVE,18,Fmax-full,score>=100.273,0.18210507929325104,720.0,8218.0,371,171,0.0045564503681240695,0.08220526184698548,0.002343163285185233
DRIVE,18,Floor,score>=100.167,0.18210574984550476,720.0,8221.0,371,171,,,
DRIVE,18,Top-1,top1,0.17188328912466844,47.0,371.0,371,47,,,
DRIVE,18,Top-3,top3,0.17329796640141468,133.0,1022.0,371,90,,,
DRIVE,19,Fmax,score>=204.22,0.10329379886388779,326.0,2601.0,226,107,0.210875764198016,0.14230749420960154,0.40696389078544287
DRIVE,19,Fmax-full,score>=100.273,0.18676254153251648,693.0,8161.0,381,163,0.004587696138797157,0.0817527900894979,0.002360067664471373
DRIVE,19,Floor,score>=100.167,0.1867632418870926,693.0,8164.0,381,163,,,
DRIVE,19,Top-1,top1,0.17771883289124668,46.0,381.0,381,46,,,
DRIVE,19,Top-3,top3,0.17842617152961981,134.0,1050.0,381,85,,,
DRIVE,20,Fmax,score>=265.429,0.08204064518213272,202.0,1319.0,189,82,0.20822874731022295,0.17072241757892057,0.26685451978514185
DRIVE,20,Fmax-full,score>=100.273,0.17342117428779602,635.0,7839.0,356,167,0.004540423016176475,0.0793330885190311,0.0023370901465632117
DRIVE,20,Floor,score>=100.167,0.17342117428779602,635.0,7839.0,356,167,,,
DRIVE,20,Top-1,top1,0.16074270557029177,53.0,356.0,356,53,,,
DRIVE,20,Top-3,top3,0.16595932802829358,127.0,980.0,356,81,,,
DRIVE,21,Fmax,score>=204.22,0.108519047498703,312.0,2605.0,236,113,0.21376443178919063,0.14471793897224194,0.40881401857469485
DRIVE,21,Fmax-full,score>=100.273,0.18813829123973846,690.0,8341.0,383,171,0.004571394588156125,0.08261379202885026,0.0023507357110529176
DRIVE,21,Floor,score>=100.167,0.18813829123973846,690.0,8341.0,383,171,,,
DRIVE,21,Top-1,top1,0.17506631299734748,53.0,383.0,383,53,,,
DRIVE,21,Top-3,top3,0.17612732095490716,149.0,1050.0,383,95,,,
DRIVE,22,Fmax,score>=256.276,0.0962347462773323,216.0,1753.0,214,91,0.21953687021710294,0.17313167716883407,0.2999277286421269
DRIVE,22,Fmax-full,score>=100.273,0.1893664449453354,705.0,8418.0,390,173,0.0046255243392482465,0.0779043425113783,0.0023835222837672847
DRIVE,22,Floor,score>=100.167,0.1893664449453354,705.0,8419.0,390,173,,,
DRIVE,22,Top-1,top1,0.17984084880636605,51.0,390.0,390,51,,,
DRIVE,22,Top-3,top3,0.18010610079575598,147.0,1082.0,390,99,,,
DRIVE,23,Fmax,score>=204.22,0.102292001247406,334.0,2572.0,222,107,0.21463760836773135,0.145153256799902,0.41173250479528234
DRIVE,23,Fmax-full,score>=100.273,0.18932470679283142,711.0,8165.0,386,159,0.004457293574619684,0.08202497926476883,0.002290891082860512
DRIVE,23,Floor,score>=100.167,0.18932470679283142,711.0,8166.0,386,159,,,
DRIVE,23,Top-1,top1,0.17559681697612733,55.0,386.0,386,55,,,
DRIVE,23,Top-3,top3,0.17816091954022992,150.0,1047.0,386,92,,,
DRIVE,24,Fmax,score>=205.996,0.11169985681772232,345.0,2934.0,244,129,0.21199208522162916,0.1453682385958158,0.39135378728509296
DRIVE,24,Fmax-full,score>=100.273,0.1988939344882965,776.0,9368.0,409,189,0.004228009046116111,0.07841958585964977,0.0021725718656459675
DRIVE,24,Floor,score>=100.167,0.1988939344882965,776.0,9368.0,409,189,,,
DRIVE,24,Top-1,top1,0.18726790450928382,56.0,409.0,409,56,,,
DRIVE,24,Top-3,top3,0.18974358974358976,152.0,1121.0,409,104,,,
DRIVE,25,Fmax,score>=256.276,0.09741249680519104,236.0,1723.0,215,91,0.22171905488409438,0.17607713501750794,0.29930303651210816
DRIVE,25,Fmax-full,score>=100.273,0.1903587132692337,746.0,8871.0,388,176,0.004456258764328287,0.08215446384875125,0.002290243584908404
DRIVE,25,Floor,score>=100.167,0.1903587132692337,746.0,8871.0,388,176,,,
DRIVE,25,Top-1,top1,0.18249336870026525,44.0,388.0,388,44,,,
DRIVE,25,Top-3,top3,0.18231653404067197,131.0,1071.0,388,83,,,
DRIVE,26,Fmax,score>=256.276,0.0873541459441185,211.0,1571.0,194,81,0.21528893409516373,0.17272169290766543,0.2856995567170581
DRIVE,26,Fmax-full,score>=100.273,0.17754973471164703,619.0,8189.0,363,162,0.004689774994544812,0.08082098531245654,0.002414953383930197
DRIVE,26,Floor,score>=100.167,0.17755043506622314,619.0,8190.0,363,162,,,
DRIVE,26,Top-1,top1,0.17188328912466844,39.0,363.0,363,39,,,
DRIVE,26,Top-3,top3,0.1702917771883289,122.0,1009.0,363,75,,,
DRIVE,27,Fmax,score>=149.934,0.12629492580890656,505.0,4566.0,272,144,0.2004336756355801,0.11896889570558813,0.6358068323821972
DRIVE,27,Fmax-full,score>=100.273,0.17547471821308136,744.0,8309.0,363,170,0.004384946738165277,0.0764701682017563,0.002257189156035441
DRIVE,27,Floor,score>=100.167,0.17547471821308136,744.0,8310.0,363,170,,,
DRIVE,27,Top-1,top1,0.16445623342175067,53.0,363.0,363,53,,,
DRIVE,27,Top-3,top3,0.16463306808134395,154.0,1005.0,363,90,,,
DRIVE,28,Fmax,score>=256.276,0.0948835089802742,226.0,1714.0,209,90,0.22002305930112892,0.17644530995155924,0.29218596863662644
DRIVE,28,Fmax-full,score>=100.273,0.19496873021125793,721.0,8601.0,398,174,0.004462709208483555,0.08158893938417788,0.0022940952154092914
DRIVE,28,Floor,score>=100.167,0.19496873021125793,721.0,8604.0,398,174,,,
DRIVE,28,Top-1,top1,0.1883289124668435,43.0,398.0,398,43,,,
DRIVE,28,Top-3,top3,0.18638373121131743,138.0,1080.0,398,91,,,
DRIVE,29,Fmax,score>=246.766,0.10027403384447098,213.0,1769.0,219,85,0.2228190928633127,0.1702237968365845,0.32244831595863066
DRIVE,29,Fmax-full,score>=100.273,0.17551392316818237,682.0,8435.0,359,176,0.004595148617774068,0.08064291141885988,0.002364953528883852
DRIVE,29,Floor,score>=100.167,0.17551392316818237,682.0,8435.0,359,176,,,
DRIVE,29,Top-1,top1,0.16657824933687002,45.0,359.0,359,45,,,
DRIVE,29,Top-3,top3,0.16923076923076924,118.0,992.0,359,77,,,
DRIVE,30,Fmax,score>=205.996,0.1127970963716507,348.0,2774.0,245,121,0.2155973680494352,0.14770678334612838,0.3989815886243974
DRIVE,30,Fmax-full,score>=100.273,0.18983867764472961,711.0,8864.0,390,185,0.004287522856778271,0.07892513275146484,0.0022036159605843407
DRIVE,30,Floor,score>=100.167,0.18983867764472961,711.0,8864.0,390,185,,,
DRIVE,30,Top-1,top1,0.17771883289124668,55.0,390.0,390,55,,,
DRIVE,30,Top-3,top3,0.17984084880636605,149.0,1087.0,390,91,,,
DRIVE,31,Fmax,score>=257.495,0.08366701006889343,242.0,1508.0,190,88,0.2084514724122857,0.1647407960700223,0.28373483876916367
DRIVE,31,Fmax-full,score>=100.273,0.1728767305612564,663.0,7533.0,353,160,0.004419783886231712,0.08124256868435867,0.0022716843889953957
DRIVE,31,Floor,score>=100.167,0.1728767305612564,663.0,7536.0,353,160,,,
DRIVE,31,Top-1,top1,0.16339522546419097,45.0,353.0,353,45,,,
DRIVE,31,Top-3,top3,0.16445623342175067,127.0,979.0,353,80,,,
DRIVE,32,Fmax,score>=206.09,0.10896816849708557,349.0,2770.0,238,115,0.21573589808171081,0.14538683002892555,0.4179916553950059
DRIVE,32,Fmax-full,score>=100.273,0.19368447363376617,782.0,9000.0,398,186,0.004276330169648413,0.07878711488511828,0.002197810389056982
DRIVE,32,Floor,score>=100.167,0.19368447363376617,782.0,9002.0,398,186,,,
DRIVE,32,Top-1,top1,0.18090185676392573,57.0,398.0,398,57,,,
DRIVE,32,Top-3,top3,0.18373121131741824,153.0,1099.0,398,93,,,
DRIVE,33,Fmax,score>=246.766,0.0932648628950119,237.0,1846.0,206,93,0.218019160613214,0.16533427084645919,0.3199843497146128
DRIVE,33,Fmax-full,score>=100.273,0.18656212091445923,714.0,8249.0,381,174,0.004419283664925356,0.08132395922934697,0.0022713565408545282
DRIVE,33,Floor,score>=100.167,0.18656280636787415,714.0,8251.0,381,174,,,
DRIVE,33,Top-1,top1,0.176657824933687,48.0,381.0,381,48,,,
DRIVE,33,Top-3,top3,0.17754199823165343,139.0,1063.0,381,88,,,
DRIVE,34,Fmax,score>=256.276,0.09771158546209335,250.0,1719.0,220,104,0.211486114290235,0.16847923474434096,0.2839750528179618
DRIVE,34,Fmax-full,score>=100.273,0.19303017854690552,733.0,8575.0,395,181,0.004417100502996906,0.08055215063392085,0.0022708105278909617
DRIVE,34,Floor,score>=100.167,0.19303017854690552,733.0,8576.0,395,181,,,
DRIVE,34,Top-1,top1,0.18090185676392573,54.0,395.0,395,54,,,
DRIVE,34,Top-3,top3,0.1834659593280283,147.0,1085.0,395,94,,,
DRIVE,35,Fmax,score>=265.875,0.0903322771191597,236.0,1645.0,205,93,0.2081633192556168,0.17681741210421348,0.2530179323967345
DRIVE,35,Fmax-full,score>=100.273,0.1915540099143982,724.0,8630.0,392,176,0.004496759489333234,0.0805242867305361,0.002312961704440519
DRIVE,35,Floor,score>=100.167,0.1915547102689743,724.0,8631.0,392,176,,,
DRIVE,35,Top-1,top1,0.17877984084880635,55.0,392.0,392,55,,,
DRIVE,35,Top-3,top3,0.18028293545534926,154.0,1073.0,392,98,,,
DRIVE,36,Fmax,score>=191.044,0.12221844494342804,335.0,3237.0,263,121,0.21427142496669094,0.1404240211743987,0.45194328429004926
DRIVE,36,Fmax-full,score>=100.273,0.19655975699424744,675.0,8996.0,401,173,0.004494276763222932,0.08187217579486063,0.0023105560084052106
DRIVE,36,Floor,score>=100.167,0.19655975699424744,675.0,8998.0,401,173,,,
DRIVE,36,Top-1,top1,0.18408488063660478,54.0,401.0,401,54,,,
DRIVE,36,Top-3,top3,0.1856763925729443,153.0,1116.0,401,89,,,
DRIVE,37,Fmax,score>=246.766,0.08840803056955338,229.0,1712.0,199,96,0.20949824952265517,0.15874884664182873,0.3079423775441019
DRIVE,37,Fmax-full,score>=100.273,0.17272253334522247,684.0,7830.0,357,165,0.004602309470203132,0.07686054377266056,0.0023721761474714133
DRIVE,37,Floor,score>=100.167,0.17272324860095978,684.0,7832.0,357,165,,,
DRIVE,37,Top-1,top1,0.16339522546419097,49.0,357.0,357,49,,,
DRIVE,37,Top-3,top3,0.16374889478337756,143.0,996.0,357,95,,,
DRIVE,38,Fmax,score>=246.766,0.0961405336856842,241.0,2001.0,212,96,0.2168140130142683,0.16617630939094388,0.3118382143144112
DRIVE,38,Fmax-full,score>=100.273,0.18700993061065674,705.0,8748.0,383,176,0.004440362340418302,0.08019404145502257,0.002283397284052258
DRIVE,38,Floor,score>=100.167,0.18700993061065674,705.0,8748.0,383,176,,,
DRIVE,38,Top-1,top1,0.17824933687002653,47.0,383.0,383,47,,,
DRIVE,38,Top-3,top3,0.17780725022104332,139.0,1055.0,383,89,,,
DRIVE,39,Fmax,score>=256.276,0.0918552353978157,249.0,1915.0,204,96,0.21774550067136728,0.1731591815790854,0.2932549836685177
DRIVE,39,Fmax-full,score>=100.273,0.17830953001976013,762.0,8312.0,368,175,0.004422839996055595,0.07728217378825417,0.0022765635880514527
DRIVE,39,Floor,score>=100.167,0.17830953001976013,762.0,8313.0,368,175,,,
DRIVE,39,Top-1,top1,0.16816976127320954,51.0,368.0,368,51,,,
DRIVE,39,Top-3,top3,0.17055702917771884,137.0,1005.0,368,88,,,
DRIVE,40,Fmax,score>=154.078,0.13778327405452728,482.0,4384.0,293,154,0.20804233540708714,0.12592920064926147,0.5979223480248771
DRIVE,40,Fmax-full,score>=100.273,0.19173143804073334,733.0,8459.0,393,189,0.004274224379679195,0.07985102540467222,0.0021958822134174262
DRIVE,40,Floor,score>=100.167,0.19173143804073334,733.0,8459.0,393,189,,,
DRIVE,40,Top-1,top1,0.17771883289124668,58.0,393.0,393,58,,,
DRIVE,40,Top-3,top3,0.1799292661361627,159.0,1086.0,393,99,,,
DRIVE,41,Fmax,score>=265.429,0.0901741310954094,194.0,1430.0,202,85,0.2188952269157094,0.18024334448650792,0.2786496249007734
DRIVE,41,Fmax-full,score>=100.273,0.18674106895923615,708.0,8359.0,382,173,0.004549720507677497,0.08066329956054688,0.002340877503579457
DRIVE,41,Floor,score>=100.167,0.18674106895923615,708.0,8359.0,382,173,,,
DRIVE,41,Top-1,top1,0.17984084880636605,43.0,382.0,382,43,,,
DRIVE,41,Top-3,top3,0.18001768346595934,126.0,1068.0,382,82,,,
DRIVE,42,Fmax,score>=265.875,0.0995965525507927,223.0,1703.0,222,93,0.21826083044550545,0.1844250193813391,0.267301743165544
DRIVE,42,Fmax-full,score>=100.273,0.1884705126285553,731.0,8859.0,388,181,0.004435833625410286,0.07808204319166101,0.002282758460831532
DRIVE,42,Floor,score>=100.167,0.1884705126285553,731.0,8860.0,388,181,,,
DRIVE,42,Top-1,top1,0.1793103448275862,50.0,388.0,388,50,,,
DRIVE,42,Top-3,top3,0.1793103448275862,146.0,1087.0,388,94,,,
DRIVE,43,Fmax,score>=257.495,0.08786293119192123,265.0,1601.0,202,103,0.20458100745829272,0.16039136407797228,0.28237987057057806
DRIVE,43,Fmax-full,score>=100.273,0.1875055730342865,746.0,7737.0,389,173,0.004227115571923646,0.07494246754859321,0.00217489505613598
DRIVE,43,Floor,score>=100.167,0.1875055730342865,746.0,7738.0,389,173,,,
DRIVE,43,Top-1,top1,0.1740053050397878,61.0,389.0,389,61,,,
DRIVE,43,Top-3,top3,0.17674624226348368,167.0,1070.0,389,99,,,
DRIVE,44,Fmax,score>=256.276,0.10191547870635986,214.0,1750.0,224,84,0.22468375911985494,0.1783892697301404,0.30342736939581694
DRIVE,44,Fmax-full,score>=100.273,0.19686970114707947,687.0,9072.0,401,177,0.004539239317493808,0.08255077543712798,0.002333783824614052
DRIVE,44,Floor,score>=100.167,0.19686970114707947,687.0,9074.0,401,177,,,
DRIVE,44,Top-1,top1,0.18673740053050397,49.0,401.0,401,49,,,
DRIVE,44,Top-3,top3,0.18868258178603006,134.0,1107.0,401,84,,,
DRIVE,45,Fmax,score>=191.044,0.10912853479385376,421.0,3161.0,238,125,0.2067404447731489,0.13472615414314065,0.44414794059334506
DRIVE,45,Fmax-full,score>=100.273,0.18400688469409943,786.0,8611.0,378,172,0.004205478751861612,0.07899294719437129,0.0021602436148779854
DRIVE,45,Floor,score>=100.167,0.18400688469409943,786.0,8611.0,378,172,,,
DRIVE,45,Top-1,top1,0.16923076923076924,59.0,378.0,378,59,,,
DRIVE,45,Top-3,top3,0.17206012378426175,157.0,1048.0,378,95,,,
DRIVE,46,Fmax,score>=256.276,0.09987908601760864,238.0,1747.0,223,100,0.2132603514596054,0.17190105479250672,0.2808272225513377
DRIVE,46,Fmax-full,score>=100.273,0.18363292515277863,710.0,8664.0,378,177,0.0044319503375436775,0.07819552874673007,0.0022806050029492
DRIVE,46,Floor,score>=100.167,0.18363362550735474,710.0,8666.0,378,177,,,
DRIVE,46,Top-1,top1,0.1724137931034483,53.0,378.0,378,53,,,
DRIVE,46,Top-3,top3,0.17365163572060127,150.0,1056.0,378,95,,,
DRIVE,47,Fmax,score>=256.276,0.09052442759275436,244.0,1705.0,206,97,0.20695246467453915,0.16452382511123087,0.27886939973638775
DRIVE,47,Fmax-full,score>=100.273,0.18305200338363647,742.0,8374.0,377,170,0.004391464087844999,0.07799984344654838,0.0022593333330808217
DRIVE,47,Floor,score>=100.167,0.18305200338363647,742.0,8375.0,377,170,,,
DRIVE,47,Top-1,top1,0.17188328912466844,53.0,377.0,377,53,,,
DRIVE,47,Top-3,top3,0.17303271441202478,150.0,1036.0,377,98,,,
DRIVE,48,Fmax,score>=204.22,0.10419324785470963,319.0,2552.0,232,115,0.203988538070402,0.13582127793390947,0.40952459035847183
DRIVE,48,Fmax-full,score>=100.273,0.18953529000282288,668.0,8539.0,389,174,0.004496398983311556,0.07932509589441043,0.0023137755746349136
DRIVE,48,Floor,score>=100.167,0.18953529000282288,668.0,8540.0,389,174,,,
DRIVE,48,Top-1,top1,0.17824933687002653,53.0,389.0,389,53,,,
DRIVE,48,Top-3,top3,0.18010610079575598,146.0,1068.0,389,89,,,
DRIVE,49,Fmax,score>=154.078,0.12848146259784698,486.0,4501.0,272,147,0.2100505976331938,0.1271720343747045,0.6030812476301199
DRIVE,49,Fmax-full,score>=100.273,0.1750195026397705,763.0,8452.0,358,175,0.0043745390361306456,0.08062895209388396,0.0022482593870681144
DRIVE,49,Floor,score>=100.167,0.1750195026397705,763.0,8452.0,358,175,,,
DRIVE,49,Top-1,top1,0.1623342175066313,52.0,358.0,358,52,,,
DRIVE,49,Top-3,top3,0.16569407603890365,135.0,1006.0,358,86,,,
DRIVE,50,Fmax,score>=205.996,0.10117616504430771,259.0,2343.0,217,93,0.22112209592547408,0.15128769953028592,0.4107022296246872
DRIVE,50,Fmax-full,score>=100.273,0.18231654167175293,581.0,8046.0,368,162,0.004759573483534873,0.08573096870575975,0.0024477328080720353
DRIVE,50,Floor,score>=100.167,0.18231725692749023,581.0,8047.0,368,162,,,
DRIVE,50,Top-1,top1,0.1713527851458886,45.0,368.0,368,45,,,
DRIVE,50,Top-3,top3,0.17276746242263485,127.0,1007.0,368,75,,,
DRIVE,51,Fmax,score>=256.276,0.1004209816455841,262.0,1842.0,225,97,0.2164911738395939,0.1705301667907583,0.2963677049767276
DRIVE,51,Fmax-full,score>=100.273,0.1933699995279312,774.0,9347.0,397,189,0.004358944259783632,0.07916682248859737,0.0022411718603390016
DRIVE,51,Floor,score>=100.167,0.1933699995279312,774.0,9349.0,397,189,,,
DRIVE,51,Top-1,top1,0.17718832891246683,63.0,397.0,397,63,,,
DRIVE,51,Top-3,top3,0.18019451812555265,168.0,1099.0,397,101,,,
