dataset,repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units
Sanger,39,0.1,0.1,goco-N,top7182,0.10218713020735286,0.09645484294031194,726,2384,601,257
Sanger,39,0.2,0.5,goco-N,top64182,0.2077070552662937,0.20062492738210075,1749,21211,1019,418
Sanger,39,0.2,0.1,goco-N,top56424,0.19883465158900654,0.1927401987109711,1687,18962,982,403
Sanger,40,0.05,0.5,goco-N,top3315,0.05047621471473655,0.04937034157568605,414,1055,337,154
Sanger,40,0.05,0.1,goco-N,top2914,0.0439570153623905,0.042418886513585864,375,937,304,145
Sanger,40,0.1,0.5,goco-N,top6314,0.09598363562529297,0.09384399517461514,627,2011,558,205
Sanger,40,0.1,0.1,goco-N,top6314,0.09598363562529297,0.09384399517461514,627,2011,558,205
Sanger,40,0.2,0.5,goco-N,top56424,0.19807765311711056,0.19778743006197758,1597,17324,982,397
Sanger,40,0.2,0.1,goco-N,top49603,0.19316185421268878,0.19342834208724824,1503,15219,962,379
Sanger,41,0.05,0.5,goco-N,top2914,0.045614004944912,0.04518877829973597,359,899,304,135
Sanger,41,0.05,0.1,goco-N,top2914,0.045614004944912,0.04518877829973597,359,899,304,135
Sanger,41,0.1,0.5,goco-N,top6314,0.09987472716343465,0.0963283370625344,589,2058,575,218
Sanger,41,0.1,0.1,goco-N,top6314,0.09987472716343465,0.0963283370625344,589,2058,575,218
Sanger,41,0.2,0.5,goco-N,top64182,0.19616156762853582,0.19569682567233507,1708,20708,967,415
Sanger,41,0.2,0.1,goco-N,top56424,0.19165221406797683,0.18972637795548616,1608,18587,946,391
Sanger,42,0.05,0.5,goco-N,top2562,0.03888193242616535,0.04185665503497855,268,701,261,117
Sanger,42,0.05,0.1,goco-N,top2562,0.03888193242616535,0.04185665503497855,268,701,261,117
Sanger,42,0.1,0.5,goco-N,top5551,0.08290415072050011,0.09008398252373499,452,1533,491,189
Sanger,42,0.1,0.1,goco-N,top5551,0.08290415072050011,0.09008398252373499,452,1533,491,189
Sanger,42,0.2,0.5,goco-N,top56424,0.18418666449496976,0.19024665346447212,1296,16830,913,365
Sanger,42,0.2,0.1,goco-N,top56424,0.18418666449496976,0.19024665346447212,1296,16830,913,365
Sanger,43,0.05,0.5,goco-N,top3315,0.0500479357646211,0.04931922816392123,373,910,318,129
Sanger,43,0.05,0.1,goco-N,top2914,0.04084973070975311,0.04211915803503473,342,777,277,124
Sanger,43,0.1,0.5,goco-N,top6314,0.09059709680900815,0.09195151241519849,576,1780,526,210
Sanger,43,0.1,0.1,goco-N,top6314,0.09059709680900815,0.09195151241519849,576,1780,526,210
Sanger,43,0.2,0.5,goco-N,top64182,0.20206843177452857,0.20051229569993909,1598,19822,998,408
Sanger,43,0.2,0.1,goco-N,top49603,0.19178208663103763,0.19044546214407942,1409,15466,957,377
Sanger,44,0.05,0.5,goco-N,top2914,0.05040883155664791,0.047603173741488286,392,915,343,156
Sanger,44,0.05,0.1,goco-N,top2914,0.05040883155664791,0.047603173741488286,392,915,343,156
Sanger,44,0.1,0.5,goco-N,top6314,0.10640475125092323,0.10026707995328528,577,2053,598,208
Sanger,44,0.1,0.1,goco-N,top5551,0.09925182993162704,0.09340611217099899,542,1799,566,196
Sanger,44,0.2,0.5,goco-N,top64182,0.20021741227156598,0.19467596306441193,1715,21017,988,428
Sanger,44,0.2,0.1,goco-N,top64182,0.20021741227156598,0.19467596306441193,1715,21017,988,428
Sanger,45,0.05,0.5,goco-N,top2562,0.04285777305934081,0.045294546462718445,275,693,287,125
Sanger,45,0.05,0.1,goco-N,top2562,0.04285777305934081,0.045294546462718445,275,693,287,125
Sanger,45,0.1,0.5,goco-N,top5551,0.08745886314755295,0.09311287409914165,438,1560,494,176
Sanger,45,0.1,0.1,goco-N,top5551,0.08745886314755295,0.09311287409914165,438,1560,494,176
Sanger,45,0.2,0.5,goco-N,top56424,0.18632964619626904,0.19031379981357177,1533,17327,922,382
Sanger,45,0.2,0.1,goco-N,top56424,0.18632964619626904,0.19031379981357177,1533,17327,922,382
Sanger,46,0.05,0.5,goco-N,top2914,0.04976548398720851,0.047388411891658884,336,881,320,131
Sanger,46,0.05,0.1,goco-N,top2914,0.04976548398720851,0.047388411891658884,336,881,320,131
Sanger,46,0.1,0.5,goco-N,top6314,0.09295467534829237,0.09114903895918304,575,1961,551,217
Sanger,46,0.1,0.1,goco-N,top6314,0.09295467534829237,0.09114903895918304,575,1961,551,217
Sanger,46,0.2,0.5,goco-N,top64182,0.2035608119318463,0.20034501714978098,1636,20489,1001,416
Sanger,46,0.2,0.1,goco-N,top56424,0.1967859243705805,0.19418211693668874,1511,18205,975,401
Sanger,47,0.05,0.5,goco-N,top2914,0.046810021507669886,0.045878174364468484,263,788,283,102
Sanger,47,0.05,0.1,goco-N,top2914,0.046810021507669886,0.045878174364468484,263,788,283,102
Sanger,47,0.1,0.5,goco-N,top6314,0.09727627823800672,0.09417053311088927,476,1818,543,182
Sanger,47,0.1,0.1,goco-N,top6314,0.09727627823800672,0.09417053311088927,476,1818,543,182
Sanger,47,0.2,0.5,goco-N,top56424,0.19942054242433568,0.19707692775123256,1252,17063,971,335
Sanger,47,0.2,0.1,goco-N,top49603,0.19500534332299674,0.19315101129399997,1147,15073,950,322
Sanger,48,0.05,0.5,goco-N,top2914,0.04663205402287149,0.047575517649974614,390,868,339,165
Sanger,48,0.05,0.1,goco-N,top2562,0.041484977011292806,0.04262731226790345,359,771,311,153
Sanger,48,0.1,0.5,goco-N,top6314,0.09569534270558577,0.09581886660357343,640,1975,566,232
Sanger,48,0.1,0.1,goco-N,top6314,0.09569534270558577,0.09581886660357343,640,1975,566,232
Sanger,48,0.2,0.5,goco-N,top56424,0.20058110379077843,0.1969813469429306,1496,17606,988,398
Sanger,48,0.2,0.1,goco-N,top49603,0.1944574922418705,0.19071927751496046,1400,15574,962,375
Sanger,49,0.05,0.5,goco-N,top2914,0.04865381538953767,0.045175768389920816,324,824,323,143
Sanger,49,0.05,0.1,goco-N,top2914,0.04865381538953767,0.045175768389920816,324,824,323,143
Sanger,49,0.1,0.5,goco-N,top6314,0.09535178582770969,0.09106215879499996,521,1910,547,214
Sanger,49,0.1,0.1,goco-N,top6314,0.09535178582770969,0.09106215879499996,521,1910,547,214
Sanger,49,0.2,0.5,goco-N,top56424,0.18811152681052395,0.19154907233676824,1466,17371,929,390
Sanger,49,0.2,0.1,goco-N,top56424,0.18811152681052395,0.19154907233676824,1466,17371,929,390
Sanger,50,0.05,0.5,goco-N,top2562,0.039272116461366184,0.04236130701010898,307,757,271,120
Sanger,50,0.05,0.1,goco-N,top2562,0.039272116461366184,0.04236130701010898,307,757,271,120
Sanger,50,0.1,0.5,goco-N,top6314,0.09605626281408682,0.09658612796410386,544,1926,551,201
Sanger,50,0.1,0.1,goco-N,top5551,0.08582321619364112,0.08806349099936385,507,1678,503,188
Sanger,50,0.2,0.5,goco-N,top49603,0.1929119177256834,0.19629536429462285,1328,15523,945,348
Sanger,50,0.2,0.1,goco-N,top43607,0.18575830757021988,0.1892277203908189,1246,13634,914,336
Sanger,51,0.05,0.5,goco-N,top2914,0.03695666471142395,0.042489256656607556,408,883,278,150
Sanger,51,0.05,0.1,goco-N,top2914,0.03695666471142395,0.042489256656607556,408,883,278,150
Sanger,51,0.1,0.5,goco-N,top6314,0.08887424054474972,0.09471249167460787,622,1959,530,218
Sanger,51,0.1,0.1,goco-N,top5551,0.07992965787478666,0.08390732046597656,582,1711,484,201
Sanger,51,0.2,0.5,goco-N,top56424,0.18575107807700006,0.1916884087254724,1506,17098,922,374
Sanger,51,0.2,0.1,goco-N,top56424,0.18575107807700006,0.1916884087254724,1506,17098,922,374
Sanger,52,0.05,0.5,goco-N,top2914,0.04617729042141137,0.04548204567611898,388,941,315,144
Sanger,52,0.05,0.1,goco-N,top2914,0.04617729042141137,0.04548204567611898,388,941,315,144
Sanger,52,0.1,0.5,goco-N,top5551,0.08173530681089472,0.09113198711061929,580,1710,496,195
Sanger,52,0.1,0.1,goco-N,top5551,0.08173530681089472,0.09113198711061929,580,1710,496,195
Sanger,52,0.2,0.5,goco-N,top43607,0.1910375197538487,0.19694001915617323,1298,13863,948,343
Sanger,52,0.2,0.1,goco-N,top33702,0.18538005805842353,0.19160196982348934,1166,10910,927,322
Sanger,53,0.05,0.5,goco-N,top2562,0.047737808415300016,0.046558966109984994,310,773,310,126
Sanger,53,0.05,0.1,goco-N,top2562,0.047737808415300016,0.046558966109984994,310,773,310,126
Sanger,53,0.1,0.5,goco-N,top5551,0.09624075315004767,0.09724184857796861,526,1719,546,180
Sanger,53,0.1,0.1,goco-N,top4880,0.08644516861762103,0.08670304010305502,482,1511,503,171
Sanger,53,0.2,0.5,goco-N,top56424,0.1958531185570827,0.19460820482072422,1476,17725,968,383
Sanger,53,0.2,0.1,goco-N,top56424,0.1958531185570827,0.19460820482072422,1476,17725,968,383
Sanger,54,0.05,0.5,goco-N,top2914,0.03964610106827352,0.04235469087488196,353,831,270,132
Sanger,54,0.05,0.1,goco-N,top2914,0.03964610106827352,0.04235469087488196,353,831,270,132
Sanger,54,0.1,0.5,goco-N,top6314,0.08275268901808655,0.0886584503714517,551,1818,489,204
Sanger,54,0.1,0.1,goco-N,top6314,0.08275268901808655,0.0886584503714517,551,1818,489,204
Sanger,54,0.2,0.5,goco-N,top64182,0.18276776610028314,0.19138571019362255,1517,18653,901,397
Sanger,54,0.2,0.1,goco-N,top56424,0.17546822109941493,0.18479634469624173,1439,16454,873,382
Sanger,55,0.05,0.5,goco-N,top2914,0.04372351674703298,0.04506711611215912,350,863,310,140
Sanger,55,0.05,0.1,goco-N,top2914,0.04372351674703298,0.04506711611215912,350,863,310,140
Sanger,55,0.1,0.5,goco-N,top5551,0.08673912818402642,0.09111974595584436,523,1647,527,212
Sanger,55,0.1,0.1,goco-N,top5551,0.08673912818402642,0.09111974595584436,523,1647,527,212
Sanger,55,0.2,0.5,goco-N,top49603,0.17904516718362345,0.18979982437764567,1560,14837,911,388
Sanger,55,0.2,0.1,goco-N,top43607,0.17424465705997208,0.18504326095206608,1486,13070,893,374
Sanger,56,0.05,0.5,goco-N,top3315,0.04684460183340362,0.04870949937022791,383,979,325,161
Sanger,56,0.05,0.1,goco-N,top2914,0.04132796592483043,0.04425279882257739,361,850,301,152
Sanger,56,0.1,0.5,goco-N,top6314,0.08870911264391287,0.0923902383017835,547,1876,526,223
Sanger,56,0.1,0.1,goco-N,top6314,0.08870911264391287,0.0923902383017835,547,1876,526,223
Sanger,56,0.2,0.5,goco-N,top56424,0.18963119425459082,0.19492831559442242,1376,16947,934,385
Sanger,56,0.2,0.1,goco-N,top49603,0.18384515438750307,0.1892143321409528,1269,15064,910,361
Sanger,57,0.05,0.5,goco-N,top2914,0.043782957660459,0.04673573935060932,322,853,298,140
Sanger,57,0.05,0.1,goco-N,top2562,0.03607822748360263,0.039613497239095075,301,749,261,129
Sanger,57,0.1,0.5,goco-N,top6314,0.09488907690456087,0.09658208268587189,561,1953,547,225
Sanger,57,0.1,0.1,goco-N,top5551,0.08513610130071496,0.08674157009269555,518,1709,503,208
Sanger,57,0.2,0.5,goco-N,top56424,0.19409554694262238,0.19404182153262164,1542,17376,962,399
Sanger,57,0.2,0.1,goco-N,top56424,0.19409554694262238,0.19404182153262164,1542,17376,962,399
Sanger,58,0.05,0.5,goco-N,top3315,0.05269784713233761,0.049385253025664176,425,1019,354,159
Sanger,58,0.05,0.1,goco-N,top2914,0.04542621867369908,0.04247124630386467,376,866,306,138
Sanger,58,0.1,0.5,goco-N,top6314,0.09876111504594477,0.09780630900158317,594,1986,574,223
Sanger,58,0.1,0.1,goco-N,top5551,0.08793047083854671,0.08626397398087941,564,1733,521,210
Sanger,58,0.2,0.5,goco-N,top49603,0.19125404787425754,0.19628594111482808,1433,15403,958,390
Sanger,58,0.2,0.1,goco-N,top43607,0.18497017798700027,0.18948026296807738,1350,13661,933,372
Sanger,59,0.05,0.5,goco-N,top2914,0.04326161147549725,0.044507215599624346,360,838,293,128
Sanger,59,0.05,0.1,goco-N,top2914,0.04326161147549725,0.044507215599624346,360,838,293,128
Sanger,59,0.1,0.5,goco-N,top7182,0.09889122957201475,0.09830399036882352,596,2151,563,208
Sanger,59,0.1,0.1,goco-N,top6314,0.08967175539403983,0.08975545666403804,562,1885,521,196
Sanger,59,0.2,0.5,goco-N,top56424,0.1978252803207846,0.1962453009420208,1362,16932,968,353
Sanger,59,0.2,0.1,goco-N,top49603,0.18968812637195112,0.18821066575363982,1289,14893,935,340
Sanger,60,0.05,0.5,goco-N,top3315,0.05059937884685924,0.04763760453093886,389,985,323,134
Sanger,60,0.05,0.1,goco-N,top3315,0.05059937884685924,0.04763760453093886,389,985,323,134
Sanger,60,0.1,0.5,goco-N,top6314,0.09414602568018021,0.09473013302995757,608,1993,551,206
Sanger,60,0.1,0.1,goco-N,top6314,0.09414602568018021,0.09473013302995757,608,1993,551,206
Sanger,60,0.2,0.5,goco-N,top56424,0.1989983235902729,0.19656042137161017,1478,17831,978,397
Sanger,60,0.2,0.1,goco-N,top49603,0.19493979463637476,0.19187631103800346,1413,15956,965,383
Sanger,61,0.05,0.5,goco-N,top2914,0.050977881145854276,0.04948006158538367,357,927,330,144
Sanger,61,0.05,0.1,goco-N,top2562,0.04512098577048185,0.04561101795370661,296,788,286,119
Sanger,61,0.1,0.5,goco-N,top6314,0.10283239085873266,0.09640853023544166,596,2087,584,217
Sanger,61,0.1,0.1,goco-N,top6314,0.10283239085873266,0.09640853023544166,596,2087,584,217
Sanger,61,0.2,0.5,goco-N,top64182,0.19938444259953012,0.19503887592403646,1629,20654,985,415
Sanger,61,0.2,0.1,goco-N,top64182,0.19938444259953012,0.19503887592403646,1629,20654,985,415
Sanger,62,0.05,0.5,goco-N,top2914,0.0473350122566248,0.044714526555610375,401,946,327,161
Sanger,62,0.05,0.1,goco-N,top2914,0.0473350122566248,0.044714526555610375,401,946,327,161
Sanger,62,0.1,0.5,goco-N,top6314,0.09708170515561333,0.09432045062567215,576,1986,557,214
Sanger,62,0.1,0.1,goco-N,top6314,0.09708170515561333,0.09432045062567215,576,1986,557,214
Sanger,62,0.2,0.5,goco-N,top64182,0.1902548752352117,0.19270386266459302,1561,18781,941,404
Sanger,62,0.2,0.1,goco-N,top64182,0.1902548752352117,0.19270386266459302,1561,18781,941,404
Sanger,63,0.05,0.5,goco-N,top2914,0.041591967507421036,0.0457188908269374,339,778,287,129
Sanger,63,0.05,0.1,goco-N,top2562,0.03524650756733623,0.03866937046846728,317,695,255,122
Sanger,63,0.1,0.5,goco-N,top6314,0.09677538921811278,0.09573595533950986,571,1823,554,201
Sanger,63,0.1,0.1,goco-N,top6314,0.09677538921811278,0.09573595533950986,571,1823,554,201
Sanger,63,0.2,0.5,goco-N,top64182,0.19957240470542595,0.19767662822135176,1618,19625,980,413
Sanger,63,0.2,0.1,goco-N,top56424,0.19440840458883651,0.19204059552117533,1542,17387,959,393
Sanger,64,0.05,0.5,goco-N,top2914,0.043653982573355475,0.04599854252388402,418,895,304,143
Sanger,64,0.05,0.1,goco-N,top2914,0.043653982573355475,0.04599854252388402,418,895,304,143
Sanger,64,0.1,0.5,goco-N,top6314,0.09238590587332435,0.09353217863677844,645,2024,545,213
Sanger,64,0.1,0.1,goco-N,top6314,0.09238590587332435,0.09353217863677844,645,2024,545,213
Sanger,64,0.2,0.5,goco-N,top56424,0.1973513874199596,0.1973230115536869,1617,17747,978,391
Sanger,64,0.2,0.1,goco-N,top49603,0.19169481501791127,0.1925474119161617,1517,15689,954,378
Sanger,65,0.05,0.5,goco-N,top3315,0.04624622484644881,0.0468908269871172,455,1068,316,152
Sanger,65,0.05,0.1,goco-N,top3315,0.04624622484644881,0.0468908269871172,455,1068,316,152
Sanger,65,0.1,0.5,goco-N,top6314,0.09531815546653173,0.09363148739591665,639,2040,543,212
Sanger,65,0.1,0.1,goco-N,top6314,0.09531815546653173,0.09363148739591665,639,2040,543,212
Sanger,65,0.2,0.5,goco-N,top56424,0.19463141828845734,0.19362262149048343,1642,18621,972,399
Sanger,65,0.2,0.1,goco-N,top56424,0.19463141828845734,0.19362262149048343,1642,18621,972,399
Sanger,66,0.05,0.5,goco-N,top2562,0.04599558877472058,0.04365334861407292,313,774,305,129
Sanger,66,0.05,0.1,goco-N,top2562,0.04599558877472058,0.04365334861407292,313,774,305,129
Sanger,66,0.1,0.5,goco-N,top5551,0.09299442821574018,0.091202143583421,517,1695,553,216
Sanger,66,0.1,0.1,goco-N,top5551,0.09299442821574018,0.091202143583421,517,1695,553,216
Sanger,66,0.2,0.5,goco-N,top64182,0.2067748591687515,0.2021916615578669,1586,20860,1015,423
Sanger,66,0.2,0.1,goco-N,top56424,0.2028801964454923,0.19744978092255955,1473,18639,998,401
Sanger,67,0.05,0.5,goco-N,top2914,0.046070503466920036,0.04548360851824314,340,881,306,146
Sanger,67,0.05,0.1,goco-N,top2914,0.046070503466920036,0.04548360851824314,340,881,306,146
Sanger,67,0.1,0.5,goco-N,top6314,0.09239056327522173,0.0960452125731666,561,1945,531,207
Sanger,67,0.1,0.1,goco-N,top5551,0.08379318536122922,0.08818191538753485,520,1709,490,195
Sanger,67,0.2,0.5,goco-N,top56424,0.1913363283734343,0.19216488252606628,1570,18050,950,391
Sanger,67,0.2,0.1,goco-N,top56424,0.1913363283734343,0.19216488252606628,1570,18050,950,391
Sanger,68,0.05,0.5,goco-N,top2914,0.04588638809243512,0.04586219744277518,402,949,320,159
Sanger,68,0.05,0.1,goco-N,top2914,0.04588638809243512,0.04586219744277518,402,949,320,159
Sanger,68,0.1,0.5,goco-N,top6314,0.09642659225805923,0.09697661415901672,643,2056,560,216
Sanger,68,0.1,0.1,goco-N,top5551,0.0848294716226584,0.08615394114902057,598,1815,506,206
Sanger,68,0.2,0.5,goco-N,top49603,0.1904898202036478,0.1947831510751008,1317,15082,945,374
Sanger,68,0.2,0.1,goco-N,top43607,0.1856498357661587,0.19065393021980653,1240,13381,925,356
Sanger,69,0.05,0.5,goco-N,top2562,0.03646821761043486,0.04164866011548104,365,733,268,134
Sanger,69,0.05,0.1,goco-N,top2562,0.03646821761043486,0.04164866011548104,365,733,268,134
Sanger,69,0.1,0.5,goco-N,top5551,0.0746697598268641,0.08326505635352216,583,1630,458,190
Sanger,69,0.1,0.1,goco-N,top5551,0.0746697598268641,0.08326505635352216,583,1630,458,190
Sanger,69,0.2,0.5,goco-N,top43607,0.18416726513507023,0.19220190156924266,1366,13402,934,365
Sanger,69,0.2,0.1,goco-N,top38336,0.17960354682024118,0.18801123905771477,1273,11827,916,351
Sanger,70,0.05,0.5,goco-N,top2914,0.048353669473490304,0.04761566550026653,362,922,315,136
Sanger,70,0.05,0.1,goco-N,top2562,0.041905384027444495,0.039869683168810253,336,819,282,126
Sanger,70,0.1,0.5,goco-N,top6314,0.09290466524445536,0.0953657062473779,600,2062,546,217
Sanger,70,0.1,0.1,goco-N,top5551,0.08548957193282336,0.08751314635972747,554,1796,507,202
Sanger,70,0.2,0.5,goco-N,top56424,0.1820118653757859,0.1909774099385891,1536,17764,910,382
Sanger,70,0.2,0.1,goco-N,top49603,0.17852154939432374,0.18674487605398565,1418,15821,895,363
Sanger,71,0.05,0.5,goco-N,top2914,0.043556198684978086,0.04352907238068095,318,807,282,121
Sanger,71,0.05,0.1,goco-N,top2914,0.043556198684978086,0.04352907238068095,318,807,282,121
Sanger,71,0.1,0.5,goco-N,top6314,0.09833369097519404,0.09740121604753112,562,1852,563,215
Sanger,71,0.1,0.1,goco-N,top5551,0.08490949482270871,0.0849703586804518,513,1591,501,201
Sanger,71,0.2,0.5,goco-N,top64182,0.2022863867416343,0.19958378386695916,1663,20290,989,411
Sanger,71,0.2,0.1,goco-N,top56424,0.19684866172577956,0.19493834393963486,1571,18101,967,389
Sanger,72,0.05,0.5,goco-N,top2914,0.046981869495572565,0.04667358657453593,292,815,286,108
Sanger,72,0.05,0.1,goco-N,top2914,0.046981869495572565,0.04667358657453593,292,815,286,108
Sanger,72,0.1,0.5,goco-N,top5551,0.10034772493899033,0.09879884188744577,433,1634,547,164
Sanger,72,0.1,0.1,goco-N,top4880,0.0903212581149164,0.09032646058906617,407,1406,496,147
Sanger,72,0.2,0.5,goco-N,top38336,0.18986711208304194,0.19488006239311342,1103,11969,944,319
Sanger,72,0.2,0.1,goco-N,top33702,0.18464664215683996,0.18961962595763104,1024,10480,923,310
Sanger,73,0.05,0.5,goco-N,top2914,0.038103082061648696,0.04288351232256584,329,784,242,97
Sanger,73,0.05,0.1,goco-N,top2914,0.038103082061648696,0.04288351232256584,329,784,242,97
Sanger,73,0.1,0.5,goco-N,top6314,0.09354975064485567,0.09676924613402868,468,1791,522,173
Sanger,73,0.1,0.1,goco-N,top5551,0.08396632693072323,0.08779070213617929,446,1557,474,160
Sanger,73,0.2,0.5,goco-N,top64182,0.1879782147530686,0.19531358034475663,1334,18682,915,369
Sanger,73,0.2,0.1,goco-N,top56424,0.18308319402730724,0.18940235113070691,1195,16647,893,349
Sanger,74,0.05,0.5,goco-N,top2914,0.044803634837229454,0.04554194965294465,427,906,323,162
Sanger,74,0.05,0.1,goco-N,top2914,0.044803634837229454,0.04554194965294465,427,906,323,162
Sanger,74,0.1,0.5,goco-N,top6314,0.09208137528568365,0.09351590408643407,648,1930,545,226
Sanger,74,0.1,0.1,goco-N,top6314,0.09208137528568365,0.09351590408643407,648,1930,545,226
Sanger,74,0.2,0.5,goco-N,top64182,0.20017143001735502,0.19630516269419393,1659,20244,987,422
Sanger,74,0.2,0.1,goco-N,top64182,0.20017143001735502,0.19630516269419393,1659,20244,987,422
Sanger,75,0.05,0.5,goco-N,top2914,0.040836692236468276,0.04588667782666439,404,871,301,153
Sanger,75,0.05,0.1,goco-N,top2562,0.035832364723742106,0.03893611903427534,381,789,274,146
Sanger,75,0.1,0.5,goco-N,top6314,0.09677846107253192,0.09719737390908921,625,1926,566,211
Sanger,75,0.1,0.1,goco-N,top5551,0.08720917750987367,0.08972565810834901,576,1681,525,202
Sanger,75,0.2,0.5,goco-N,top49603,0.19155611229215858,0.19455201659244029,1325,15274,947,360
Sanger,75,0.2,0.1,goco-N,top43607,0.186376512394869,0.18914330643834953,1246,13542,928,340
Sanger,76,0.05,0.5,goco-N,top2914,0.04343906187131271,0.045963618957572824,374,846,310,154
Sanger,76,0.05,0.1,goco-N,top2914,0.04343906187131271,0.045963618957572824,374,846,310,154
Sanger,76,0.1,0.5,goco-N,top6314,0.09279550704474021,0.0936873371236444,606,1966,540,215
Sanger,76,0.1,0.1,goco-N,top6314,0.09279550704474021,0.0936873371236444,606,1966,540,215
