dataset,repeat,alpha,delta,arm,label,fdp,pool_risk,correct,total,units,supp_units
Sanger,89,0.2,0.1,goco-N,top49603,0.19077449734952273,0.19103138401692965,1537,16221,948,402
Sanger,90,0.05,0.5,goco-N,top2914,0.04605839252931013,0.045987127751153066,361,968,312,143
Sanger,90,0.05,0.1,goco-N,top2914,0.04605839252931013,0.045987127751153066,361,968,312,143
Sanger,90,0.1,0.5,goco-N,top6314,0.08597982476284301,0.09027196694519053,619,2056,517,213
Sanger,90,0.1,0.1,goco-N,top6314,0.08597982476284301,0.09027196694519053,619,2056,517,213
Sanger,90,0.2,0.5,goco-N,top49603,0.18828489545672558,0.1936734874176488,1471,15703,936,374
Sanger,90,0.2,0.1,goco-N,top43607,0.18359530738172702,0.1887291078717891,1378,13913,915,360
Sanger,91,0.05,0.5,goco-N,top3315,0.05003102533897607,0.04795328766180449,433,1022,329,147
Sanger,91,0.05,0.1,goco-N,top3315,0.05003102533897607,0.04795328766180449,433,1022,329,147
Sanger,91,0.1,0.5,goco-N,top6314,0.09421196858239872,0.09684189045138057,632,1985,550,211
Sanger,91,0.1,0.1,goco-N,top5551,0.08393660091308466,0.08602709986798332,583,1723,500,194
Sanger,91,0.2,0.5,goco-N,top38336,0.1943802584753257,0.19731633613119223,1421,13089,982,369
Sanger,91,0.2,0.1,goco-N,top33702,0.18941221732486327,0.19154976156610576,1334,11499,961,359
Sanger,92,0.05,0.5,goco-N,top2914,0.05024945298939107,0.047198904846797916,383,1013,327,144
Sanger,92,0.05,0.1,goco-N,top2914,0.05024945298939107,0.047198904846797916,383,1013,327,144
Sanger,92,0.1,0.5,goco-N,top6314,0.09457942522086069,0.09222904948226754,652,2131,553,218
Sanger,92,0.1,0.1,goco-N,top6314,0.09457942522086069,0.09222904948226754,652,2131,553,218
Sanger,92,0.2,0.5,goco-N,top56424,0.2013027547191324,0.19649415033494447,1584,17641,997,402
Sanger,92,0.2,0.1,goco-N,top56424,0.2013027547191324,0.19649415033494447,1584,17641,997,402
Sanger,93,0.05,0.5,goco-N,top2914,0.05331484740219343,0.04878691069695201,282,852,323,117
Sanger,93,0.05,0.1,goco-N,top2914,0.05331484740219343,0.04878691069695201,282,852,323,117
Sanger,93,0.1,0.5,goco-N,top5551,0.0945365639514281,0.09271009860691601,460,1669,527,172
Sanger,93,0.1,0.1,goco-N,top5551,0.0945365639514281,0.09271009860691601,460,1669,527,172
Sanger,93,0.2,0.5,goco-N,top56424,0.19195701221072903,0.19374731797371586,1344,17765,948,372
Sanger,93,0.2,0.1,goco-N,top56424,0.19195701221072903,0.19374731797371586,1344,17765,948,372
Sanger,94,0.05,0.5,goco-N,top2914,0.04198833143961923,0.04414131127761046,411,866,302,150
Sanger,94,0.05,0.1,goco-N,top2914,0.04198833143961923,0.04414131127761046,411,866,302,150
Sanger,94,0.1,0.5,goco-N,top6314,0.09239038353708007,0.09681131609160988,620,1903,545,217
Sanger,94,0.1,0.1,goco-N,top5551,0.08313488997869932,0.0878694023816696,583,1666,504,205
Sanger,94,0.2,0.5,goco-N,top56424,0.19399671118247058,0.19717824478846158,1478,17167,962,388
Sanger,94,0.2,0.1,goco-N,top49603,0.19008800668682618,0.19302818734949997,1366,15119,946,372
Sanger,95,0.05,0.5,goco-N,top2914,0.04380979043353063,0.044276138257999864,388,933,303,133
Sanger,95,0.05,0.1,goco-N,top2914,0.04380979043353063,0.044276138257999864,388,933,303,133
Sanger,95,0.1,0.5,goco-N,top6314,0.09716486723173616,0.09670091716980954,607,2046,559,208
Sanger,95,0.1,0.1,goco-N,top5551,0.08651347547366289,0.08607959657492548,574,1785,509,192
Sanger,95,0.2,0.5,goco-N,top56424,0.1949540714214614,0.19567467233684258,1592,17785,961,400
Sanger,95,0.2,0.1,goco-N,top49603,0.1899172155462992,0.19092515788882425,1477,15752,940,386
Sanger,96,0.05,0.5,goco-N,top2914,0.049916061293440915,0.04653523535176145,370,865,322,136
Sanger,96,0.05,0.1,goco-N,top2914,0.049916061293440915,0.04653523535176145,370,865,322,136
Sanger,96,0.1,0.5,goco-N,top6314,0.10309896414105622,0.09922541959692294,617,2004,599,231
Sanger,96,0.1,0.1,goco-N,top5551,0.0921094576693681,0.08909481502535525,585,1742,552,219
Sanger,96,0.2,0.5,goco-N,top56424,0.20038454830486205,0.19660655518626766,1547,18919,988,410
Sanger,96,0.2,0.1,goco-N,top56424,0.20038454830486205,0.19660655518626766,1547,18919,988,410
Sanger,97,0.05,0.5,goco-N,top2914,0.04152059089349123,0.04355169102500594,308,816,262,106
Sanger,97,0.05,0.1,goco-N,top2914,0.04152059089349123,0.04355169102500594,308,816,262,106
Sanger,97,0.1,0.5,goco-N,top6314,0.08753059664203547,0.09316631384688222,517,1797,498,182
Sanger,97,0.1,0.1,goco-N,top6314,0.08753059664203547,0.09316631384688222,517,1797,498,182
Sanger,97,0.2,0.5,goco-N,top56424,0.18738945951897185,0.19261946958691153,1390,16641,921,357
Sanger,97,0.2,0.1,goco-N,top49603,0.1818867283068094,0.18736947326927147,1322,14630,899,349
Sanger,98,0.05,0.5,goco-N,top2914,0.05315167351001618,0.04642866816114559,339,853,337,129
Sanger,98,0.05,0.1,goco-N,top2914,0.05315167351001618,0.04642866816114559,339,853,337,129
Sanger,98,0.1,0.5,goco-N,top5551,0.09511974836162966,0.08951094914556883,491,1730,538,184
Sanger,98,0.1,0.1,goco-N,top5551,0.09511974836162966,0.08951094914556883,491,1730,538,184
Sanger,98,0.2,0.5,goco-N,top56424,0.19795488196528707,0.19762844838724383,1412,17970,962,366
Sanger,98,0.2,0.1,goco-N,top49603,0.18846443405169314,0.19008627863282698,1311,15916,921,351
Sanger,99,0.05,0.5,goco-N,top2914,0.04394467779620273,0.04287753639638829,346,849,282,117
Sanger,99,0.05,0.1,goco-N,top2914,0.04394467779620273,0.04287753639638829,346,849,282,117
Sanger,99,0.1,0.5,goco-N,top6314,0.09800820061649908,0.09866053231715462,559,1981,547,194
Sanger,99,0.1,0.1,goco-N,top5551,0.08739029938049941,0.08838378712614949,518,1728,497,181
Sanger,99,0.2,0.5,goco-N,top49603,0.18752677692698352,0.1922099384134153,1403,15809,921,354
Sanger,99,0.2,0.1,goco-N,top49603,0.18752677692698352,0.1922099384134153,1403,15809,921,354
DRIVE,0,0.05,0.5,goco-N,top980,0.034137538706504225,0.04239562799907627,93,270,94,46
DRIVE,0,0.05,0.1,goco-N,top861,0.031476253631426046,0.03949830182588803,80,234,86,41
DRIVE,0,0.1,0.5,goco-N,top3555,0.08373510197214117,0.09377439339868805,212,1022,197,74
DRIVE,0,0.1,0.1,goco-N,top2748,0.0767080016947391,0.08687104964059247,191,752,189,74
DRIVE,0,0.2,0.5,goco-N,top27934,0.17959004569087175,0.18535033822682478,718,7287,370,161
DRIVE,0,0.2,0.1,goco-N,top27934,0.17959004569087175,0.18535033822682478,718,7287,370,161
DRIVE,1,0.05,0.5,goco-N,top980,0.047854616647720095,0.04785273818430317,72,269,113,32
DRIVE,1,0.05,0.1,goco-N,top861,0.04290577238853101,0.04264979936067469,60,236,100,27
DRIVE,1,0.1,0.5,goco-N,top3555,0.09647046417747605,0.09777352794196137,140,1021,209,62
DRIVE,1,0.1,0.1,goco-N,top2748,0.08896315338321235,0.09089398814200036,135,752,197,60
DRIVE,1,0.2,0.5,goco-N,top27934,0.1828418162885058,0.1865430128089506,623,8328,372,167
DRIVE,1,0.2,0.1,goco-N,top27934,0.1828418162885058,0.1865430128089506,623,8328,372,167
DRIVE,2,0.05,0.5,goco-N,top861,0.041727085175361035,0.045065470927539895,69,207,107,35
DRIVE,2,0.05,0.1,goco-N,top757,0.03533451223106395,0.03836147249940353,61,177,92,30
DRIVE,2,0.1,0.5,goco-N,top2748,0.09957218460569013,0.09903613814223892,166,805,220,62
DRIVE,2,0.1,0.1,goco-N,top2123,0.08646534589086592,0.08661089078507442,151,608,197,56
DRIVE,2,0.2,0.5,goco-N,top27934,0.19224117233970292,0.18549618505280138,756,8171,394,178
DRIVE,2,0.2,0.1,goco-N,top27934,0.19224117233970292,0.18549618505280138,756,8171,394,178
DRIVE,3,0.05,0.5,goco-N,top1115,0.04921771714875163,0.044782430213464695,116,362,121,44
DRIVE,3,0.05,0.1,goco-N,top1115,0.04921771714875163,0.044782430213464695,116,362,121,44
DRIVE,3,0.1,0.5,goco-N,top3555,0.11185294118652384,0.1021783833979763,228,1188,247,81
DRIVE,3,0.1,0.1,goco-N,top2748,0.10466566765252949,0.09643357395112917,201,913,235,72
DRIVE,3,0.2,0.5,goco-N,top27934,0.18701677330739858,0.18526998139639198,713,8761,383,170
DRIVE,3,0.2,0.1,goco-N,top27934,0.18701677330739858,0.18526998139639198,713,8761,383,170
DRIVE,4,0.05,0.5,goco-N,top1115,0.0453770367563471,0.045764548350755246,121,346,123,51
DRIVE,4,0.05,0.1,goco-N,top980,0.0369243400277883,0.04078924906511113,108,288,105,47
DRIVE,4,0.1,0.5,goco-N,top5953,0.09282728734099509,0.09655011448785163,233,1824,202,75
DRIVE,4,0.1,0.1,goco-N,top5233,0.09126136586104099,0.09310840017028564,211,1624,199,69
DRIVE,4,0.2,0.5,goco-N,top27934,0.18095553315046634,0.18397990856266913,696,8283,373,167
DRIVE,4,0.2,0.1,goco-N,top27934,0.18095553315046634,0.18397990856266913,696,8283,373,167
DRIVE,5,0.05,0.5,goco-N,top861,0.04521535935329039,0.047551471516988755,62,225,107,30
DRIVE,5,0.05,0.1,goco-N,top757,0.04074017936086902,0.04341669824428446,53,196,95,26
DRIVE,5,0.1,0.5,goco-N,top3126,0.09178658873370668,0.0967881900151283,150,860,203,57
DRIVE,5,0.1,0.1,goco-N,top2415,0.08504445893040058,0.0897683164659292,133,649,189,52
DRIVE,5,0.2,0.5,goco-N,top27934,0.18193154684399387,0.18521162784325007,651,7848,373,168
DRIVE,5,0.2,0.1,goco-N,top27934,0.18193154684399387,0.18521162784325007,651,7848,373,168
DRIVE,6,0.05,0.5,goco-N,top1115,0.04760272736400058,0.04517890450251193,109,339,119,43
DRIVE,6,0.05,0.1,goco-N,top1115,0.04760272736400058,0.04517890450251193,109,339,119,43
DRIVE,6,0.1,0.5,goco-N,top2748,0.08629853187155417,0.09149891064074242,179,872,194,71
DRIVE,6,0.1,0.1,goco-N,top2748,0.08629853187155417,0.09149891064074242,179,872,194,71
DRIVE,6,0.2,0.5,goco-N,top27934,0.17141808924959454,0.18440184748713392,647,7922,350,161
DRIVE,6,0.2,0.1,goco-N,top27934,0.17141808924959454,0.18440184748713392,647,7922,350,161
DRIVE,7,0.05,0.5,goco-N,top861,0.03664898320070734,0.043563639425708386,105,273,104,49
DRIVE,7,0.05,0.1,goco-N,top757,0.03332449160035367,0.03910740600395773,100,245,99,47
DRIVE,7,0.1,0.5,goco-N,top7702,0.08886650066641777,0.09578280404007848,266,2765,198,87
DRIVE,7,0.1,0.1,goco-N,top5953,0.08006004501899339,0.08815525427903591,227,2218,182,78
DRIVE,7,0.2,0.5,goco-N,top27934,0.1709143104712094,0.1839681269492546,643,7947,353,164
DRIVE,7,0.2,0.1,goco-N,top27934,0.1709143104712094,0.1839681269492546,643,7947,353,164
DRIVE,8,0.05,0.5,goco-N,top1115,0.05501155932190415,0.05107889556165419,86,343,128,39
DRIVE,8,0.05,0.1,goco-N,top980,0.044151415231270044,0.04374654976234991,79,297,105,35
DRIVE,8,0.1,0.5,goco-N,top4600,0.09830342738807397,0.09729328039223381,188,1408,218,81
DRIVE,8,0.1,0.1,goco-N,top4044,0.09365793541272259,0.0931781588556199,180,1221,210,76
DRIVE,8,0.2,0.5,goco-N,top27934,0.1885611936998475,0.1854431546168974,725,8194,388,184
DRIVE,8,0.2,0.1,goco-N,top27934,0.1885611936998475,0.1854431546168974,725,8194,388,184
DRIVE,9,0.05,0.5,goco-N,top980,0.05532146014904636,0.0513929238067169,113,341,137,46
DRIVE,9,0.05,0.1,goco-N,top861,0.047240116205633446,0.04531549548790928,108,296,123,45
DRIVE,9,0.1,0.5,goco-N,top9966,0.11071480096996583,0.10275490581076976,234,2606,229,81
DRIVE,9,0.1,0.1,goco-N,top8761,0.1054093356885849,0.09709860146393212,218,2288,219,76
DRIVE,9,0.2,0.5,goco-N,top27934,0.19879607138675262,0.1859350051305214,697,8576,407,175
DRIVE,9,0.2,0.1,goco-N,top27934,0.19879607138675262,0.1859350051305214,697,8576,407,175
DRIVE,10,0.05,0.5,goco-N,top861,0.04175066312997347,0.04416214054145089,65,204,104,35
DRIVE,10,0.05,0.1,goco-N,top861,0.04175066312997347,0.04416214054145089,65,204,104,35
DRIVE,10,0.1,0.5,goco-N,top5233,0.0909226455558842,0.09541901542041625,164,1586,192,64
DRIVE,10,0.1,0.1,goco-N,top4044,0.08573764245301226,0.08907514147168402,139,1186,182,56
DRIVE,10,0.2,0.5,goco-N,top27934,0.17999311413331504,0.1843688925986108,747,8294,368,160
DRIVE,10,0.2,0.1,goco-N,top27934,0.17999311413331504,0.1843688925986108,747,8294,368,160
DRIVE,11,0.05,0.5,goco-N,top1115,0.05961538461538462,0.052027353234249785,104,358,139,38
DRIVE,11,0.05,0.1,goco-N,top980,0.05092396109637489,0.045369528300562775,93,311,119,33
DRIVE,11,0.1,0.5,goco-N,top3555,0.11539226276153627,0.10450817399359225,213,1108,255,74
DRIVE,11,0.1,0.1,goco-N,top2748,0.11097258826457486,0.09839363107407222,196,922,247,71
DRIVE,11,0.2,0.5,goco-N,top27934,0.187309125019899,0.18365584192611661,688,8809,384,175
DRIVE,11,0.2,0.1,goco-N,top27934,0.187309125019899,0.18365584192611661,688,8809,384,175
DRIVE,12,0.05,0.5,goco-N,top1268,0.04930192412951033,0.047877033566688744,160,412,133,59
DRIVE,12,0.05,0.1,goco-N,top1115,0.04529112649802305,0.04163497422118112,137,355,120,49
DRIVE,12,0.1,0.5,goco-N,top6771,0.1023698520254215,0.10007749801682007,256,2030,220,83
DRIVE,12,0.1,0.1,goco-N,top5233,0.09540441980068125,0.09251518037355912,241,1583,210,79
DRIVE,12,0.2,0.5,goco-N,top27934,0.19311699489891018,0.18526927019020897,668,8243,398,173
DRIVE,12,0.2,0.1,goco-N,top27934,0.19311699489891018,0.18526927019020897,668,8243,398,173
DRIVE,13,0.05,0.5,goco-N,top980,0.04798787419477075,0.04660157849813022,89,294,119,40
DRIVE,13,0.05,0.1,goco-N,top861,0.04504231400783124,0.04194096452717142,80,261,115,37
DRIVE,13,0.1,0.5,goco-N,top4600,0.09711120043527462,0.09820922038017206,189,1430,214,77
DRIVE,13,0.1,0.1,goco-N,top4044,0.09561330405076338,0.09438468142692004,175,1253,211,73
DRIVE,13,0.2,0.5,goco-N,top27934,0.177785225581688,0.18529794377313277,726,8424,368,172
DRIVE,13,0.2,0.1,goco-N,top27934,0.177785225581688,0.18529794377313277,726,8424,368,172
DRIVE,14,0.05,0.5,goco-N,top1115,0.04385327316361799,0.04660834057385782,83,329,104,41
DRIVE,14,0.05,0.1,goco-N,top980,0.03944757743946385,0.04204362499494345,69,292,93,35
DRIVE,14,0.1,0.5,goco-N,top4600,0.09560263803954053,0.0968952413018953,154,1222,201,63
DRIVE,14,0.1,0.1,goco-N,top3555,0.08828038778005728,0.0911977662529531,136,912,188,59
DRIVE,14,0.2,0.5,goco-N,top27934,0.1819351228732432,0.18398239584650802,624,7779,369,158
DRIVE,14,0.2,0.1,goco-N,top27934,0.1819351228732432,0.18398239584650802,624,7779,369,158
DRIVE,15,0.05,0.5,goco-N,top1115,0.05031765169696204,0.0499134964652206,115,349,134,53
DRIVE,15,0.05,0.1,goco-N,top980,0.04273841101427308,0.041936594695215386,102,307,117,48
DRIVE,15,0.1,0.5,goco-N,top4044,0.09670404365988772,0.098790252333926,180,1199,211,78
DRIVE,15,0.1,0.1,goco-N,top2748,0.08852730583967906,0.0906273423463471,160,818,201,70
DRIVE,15,0.2,0.5,goco-N,top27934,0.1884402949020118,0.18618927447897404,598,8157,381,158
DRIVE,15,0.2,0.1,goco-N,top27934,0.1884402949020118,0.18618927447897404,598,8157,381,158
DRIVE,16,0.05,0.5,goco-N,top1268,0.051715927750410506,0.04977200959959581,119,421,128,47
DRIVE,16,0.05,0.1,goco-N,top980,0.043377541998231656,0.043489747800092626,102,314,118,44
DRIVE,16,0.1,0.5,goco-N,top3126,0.0948159586401286,0.09608270046565022,187,994,208,61
DRIVE,16,0.1,0.1,goco-N,top2748,0.09189396939605543,0.09260072001526656,176,895,203,59
DRIVE,16,0.2,0.5,goco-N,top27934,0.17767312180009592,0.18093052747243743,688,8202,363,163
DRIVE,16,0.2,0.1,goco-N,top27934,0.17767312180009592,0.18093052747243743,688,8202,363,163
DRIVE,17,0.05,0.5,goco-N,top1268,0.05171829202333181,0.04841432857347976,116,386,127,47
DRIVE,17,0.05,0.1,goco-N,top1115,0.04466495190633122,0.04316735332650452,106,342,112,44
DRIVE,17,0.1,0.5,goco-N,top3555,0.10630581286800747,0.09923215293626064,179,1076,236,78
DRIVE,17,0.1,0.1,goco-N,top3126,0.0989813211136022,0.0941083417972477,171,943,223,74
DRIVE,17,0.2,0.5,goco-N,top27934,0.18977512138388114,0.1835123749703587,679,8463,389,174
DRIVE,17,0.2,0.1,goco-N,top27934,0.18977512138388114,0.1835123749703587,679,8463,389,174
DRIVE,18,0.05,0.5,goco-N,top980,0.047464546947305564,0.048538032848377675,103,293,114,37
DRIVE,18,0.05,0.1,goco-N,top861,0.0444600227358848,0.0426390467769778,96,254,109,35
DRIVE,18,0.1,0.5,goco-N,top3555,0.09644431222126348,0.09607307755553952,186,1198,208,66
DRIVE,18,0.1,0.1,goco-N,top3126,0.09223649751217981,0.09084407437587479,181,1062,200,64
DRIVE,18,0.2,0.5,goco-N,top27934,0.1821057735889094,0.18640976994044756,720,8221,371,171
DRIVE,18,0.2,0.1,goco-N,top27934,0.1821057735889094,0.18640976994044756,720,8221,371,171
DRIVE,19,0.05,0.5,goco-N,top861,0.04063239442549787,0.04603233145673463,94,238,110,41
DRIVE,19,0.05,0.1,goco-N,top757,0.033196496989600435,0.04015922136611792,86,205,92,36
DRIVE,19,0.1,0.5,goco-N,top3555,0.0992287686997804,0.09909004422943471,213,1082,218,68
DRIVE,19,0.1,0.1,goco-N,top2748,0.09279065544875961,0.0927568726613399,190,834,211,66
DRIVE,19,0.2,0.5,goco-N,top27934,0.18676325397879154,0.1839097546439899,693,8164,381,163
DRIVE,19,0.2,0.1,goco-N,top27934,0.18676325397879154,0.1839097546439899,693,8164,381,163
DRIVE,20,0.05,0.5,goco-N,top1268,0.05513957307060755,0.051395947112127485,112,397,135,47
DRIVE,20,0.05,0.1,goco-N,top1115,0.04736726874657909,0.045024927425457925,101,338,118,44
DRIVE,20,0.1,0.5,goco-N,top4600,0.09760991622585546,0.09824295434252658,204,1396,218,81
DRIVE,20,0.1,0.1,goco-N,top3555,0.08991128605389948,0.0915612774858628,187,1055,207,76
DRIVE,20,0.2,0.5,goco-N,top27934,0.17342117540563473,0.18490071608605385,635,7839,356,167
DRIVE,20,0.2,0.1,goco-N,top27934,0.17342117540563473,0.18490071608605385,635,7839,356,167
DRIVE,21,0.05,0.5,goco-N,top980,0.04586206896551724,0.0462003219297649,94,272,115,38
DRIVE,21,0.05,0.1,goco-N,top861,0.039310344827586205,0.03965743952481353,85,234,96,29
DRIVE,21,0.1,0.5,goco-N,top3555,0.09982240682942962,0.0992955617505241,177,1080,222,77
DRIVE,21,0.1,0.1,goco-N,top3126,0.09369239211298702,0.09396886666704396,174,933,213,76
DRIVE,21,0.2,0.5,goco-N,top27934,0.1881382963084228,0.1851590449494818,690,8341,383,171
DRIVE,21,0.2,0.1,goco-N,top27934,0.1881382963084228,0.1851590449494818,690,8341,383,171
DRIVE,22,0.05,0.5,goco-N,top980,0.041451307313376276,0.04415718700201459,91,272,113,46
DRIVE,22,0.05,0.1,goco-N,top980,0.041451307313376276,0.04415718700201459,91,272,113,46
DRIVE,22,0.1,0.5,goco-N,top5953,0.09751664740905668,0.09813536581451335,275,1997,214,80
DRIVE,22,0.1,0.1,goco-N,top4600,0.09194244662975458,0.09250495610751289,252,1547,206,78
DRIVE,22,0.2,0.5,goco-N,top27934,0.1893664618415062,0.18496383657136248,705,8419,390,173
DRIVE,22,0.2,0.1,goco-N,top27934,0.1893664618415062,0.18496383657136248,705,8419,390,173
DRIVE,23,0.05,0.5,goco-N,top861,0.04625931539724643,0.04669482742427039,83,275,117,40
DRIVE,23,0.05,0.1,goco-N,top757,0.041688139446760135,0.0413865489064428,79,241,107,37
DRIVE,23,0.1,0.5,goco-N,top3555,0.09909774979471912,0.09969629399446572,176,1082,216,68
DRIVE,23,0.1,0.1,goco-N,top2415,0.08916619778688743,0.09169089786331165,154,711,198,62
DRIVE,23,0.2,0.5,goco-N,top27934,0.18932470169253504,0.18311471171878205,711,8166,386,159
DRIVE,23,0.2,0.1,goco-N,top27934,0.18932470169253504,0.18311471171878205,711,8166,386,159
DRIVE,24,0.05,0.5,goco-N,top1268,0.0520069703358828,0.04897667417561316,144,458,139,65
DRIVE,24,0.05,0.1,goco-N,top1115,0.047107125117735196,0.04431833811144156,129,394,126,58
DRIVE,24,0.1,0.5,goco-N,top7702,0.11449140952522467,0.10318842706443773,333,3071,246,109
DRIVE,24,0.1,0.1,goco-N,top6771,0.1075435109870681,0.09853257413679153,309,2709,233,102
DRIVE,24,0.2,0.5,goco-N,top27934,0.19889394389925988,0.18263338885583777,776,9368,409,189
DRIVE,24,0.2,0.1,goco-N,top27934,0.19889394389925988,0.18263338885583777,776,9368,409,189
DRIVE,25,0.05,0.5,goco-N,top1115,0.04959559597490632,0.046911855704959156,101,342,126,44
DRIVE,25,0.05,0.1,goco-N,top1115,0.04959559597490632,0.046911855704959156,101,342,126,44
DRIVE,25,0.1,0.5,goco-N,top9966,0.10123000969559523,0.09676758118002615,285,3202,215,93
DRIVE,25,0.1,0.1,goco-N,top8761,0.0982014209470962,0.09296796603806005,261,2773,210,86
DRIVE,25,0.2,0.5,goco-N,top27934,0.1903587229162927,0.18495465336492992,746,8871,388,176
DRIVE,25,0.2,0.1,goco-N,top27934,0.1903587229162927,0.18495465336492992,746,8871,388,176
DRIVE,26,0.05,0.5,goco-N,top1268,0.04953412487895246,0.048360333791368275,119,385,124,48
DRIVE,26,0.05,0.1,goco-N,top1115,0.04550166308786999,0.04455870438629059,109,341,115,45
DRIVE,26,0.1,0.5,goco-N,top6771,0.09822005062894877,0.09861750463306791,212,2016,209,68
DRIVE,26,0.1,0.1,goco-N,top5953,0.09417794586177425,0.09414383328478446,205,1752,203,66
DRIVE,26,0.2,0.5,goco-N,top27934,0.17755042710685429,0.1853493104970649,619,8190,363,162
DRIVE,26,0.2,0.1,goco-N,top27934,0.17755042710685429,0.1853493104970649,619,8190,363,162
DRIVE,27,0.05,0.5,goco-N,top1115,0.049837066852981976,0.047528134994978495,112,350,128,47
DRIVE,27,0.05,0.1,goco-N,top980,0.04195977173430754,0.04194024906226498,100,306,110,42
DRIVE,27,0.1,0.5,goco-N,top4600,0.09086619131886263,0.09439224142139091,221,1444,205,79
DRIVE,27,0.1,0.1,goco-N,top4044,0.08930312703112378,0.09173108611781998,202,1250,201,73
DRIVE,27,0.2,0.5,goco-N,top27934,0.17547472546580054,0.1870496748534954,744,8310,363,170
DRIVE,27,0.2,0.1,goco-N,top24557,0.16590651800398595,0.17517516303178932,653,7421,342,155
DRIVE,28,0.05,0.5,goco-N,top1115,0.05101886619127998,0.0471307325153479,116,365,129,47
DRIVE,28,0.05,0.1,goco-N,top1115,0.05101886619127998,0.0471307325153479,116,365,129,47
DRIVE,28,0.1,0.5,goco-N,top2748,0.10475215708694943,0.09936927508250593,194,840,242,81
DRIVE,28,0.1,0.1,goco-N,top2415,0.09687136509924775,0.09253841988618743,181,758,223,73
DRIVE,28,0.2,0.5,goco-N,top27934,0.19496873083680222,0.18496401767721668,721,8604,398,174
DRIVE,28,0.2,0.1,goco-N,top27934,0.19496873083680222,0.18496401767721668,721,8604,398,174
DRIVE,29,0.05,0.5,goco-N,top980,0.0456309208033346,0.04646295594571457,103,287,117,43
DRIVE,29,0.05,0.1,goco-N,top861,0.03799334764852006,0.040261603020223705,96,252,101,41
DRIVE,29,0.1,0.5,goco-N,top2748,0.09638512754560499,0.09860002533079455,201,855,219,75
DRIVE,29,0.1,0.1,goco-N,top2123,0.08047412357757186,0.08276662992180232,171,651,187,66
DRIVE,29,0.2,0.5,goco-N,top27934,0.17551391594578786,0.18327923279767797,682,8435,359,176
DRIVE,29,0.2,0.1,goco-N,top27934,0.17551391594578786,0.18327923279767797,682,8435,359,176
DRIVE,30,0.05,0.5,goco-N,top1268,0.06028061976337838,0.05317446920895197,88,392,142,47
DRIVE,30,0.05,0.1,goco-N,top1115,0.05416041812593537,0.04527275406585751,79,348,127,41
DRIVE,30,0.1,0.5,goco-N,top4044,0.11519115713842198,0.10350614674411632,254,1326,259,94
DRIVE,30,0.1,0.1,goco-N,top3555,0.10809105802931741,0.09590554741770833,235,1154,247,91
DRIVE,30,0.2,0.5,goco-N,top27934,0.18983867722767464,0.18469342380912665,711,8864,390,185
DRIVE,30,0.2,0.1,goco-N,top27934,0.18983867722767464,0.18469342380912665,711,8864,390,185
DRIVE,31,0.05,0.5,goco-N,top980,0.041757496850335044,0.04602955841682632,114,290,109,42
DRIVE,31,0.05,0.1,goco-N,top861,0.03723937129772674,0.040526814770846596,104,258,97,36
DRIVE,31,0.1,0.5,goco-N,top2748,0.08723192290397082,0.09495536379486227,211,809,203,76
DRIVE,31,0.1,0.1,goco-N,top2415,0.07995973517422342,0.08633513369230743,197,711,190,72
DRIVE,31,0.2,0.5,goco-N,top27934,0.1728767365306456,0.1841176621182726,663,7536,353,160
DRIVE,31,0.2,0.1,goco-N,top27934,0.1728767365306456,0.1841176621182726,663,7536,353,160
DRIVE,32,0.05,0.5,goco-N,top1115,0.04351744041399214,0.04573425297563228,135,351,131,65
DRIVE,32,0.05,0.1,goco-N,top980,0.04055021606745744,0.04196764920902852,118,308,121,59
DRIVE,32,0.1,0.5,goco-N,top4044,0.0968037600959652,0.09835081189480407,222,1401,223,89
DRIVE,32,0.1,0.1,goco-N,top3126,0.08813686983683999,0.0900497968345337,210,1055,210,85
DRIVE,32,0.2,0.5,goco-N,top27934,0.19368448144241326,0.1830713086580305,782,9002,398,186
DRIVE,32,0.2,0.1,goco-N,top27934,0.19368448144241326,0.1830713086580305,782,9002,398,186
DRIVE,33,0.05,0.5,goco-N,top1443,0.04714050317498594,0.04863629984319639,143,447,122,53
DRIVE,33,0.05,0.1,goco-N,top1268,0.04340844978776014,0.04224287207045827,136,393,114,50
DRIVE,33,0.1,0.5,goco-N,top4600,0.10723763782756483,0.1015137990641999,256,1609,234,91
DRIVE,33,0.1,0.1,goco-N,top3555,0.10081227907598672,0.09423207382202804,237,1223,222,83
DRIVE,33,0.2,0.5,goco-N,top27934,0.18656282009495495,0.18511578221273706,714,8251,381,174
DRIVE,33,0.2,0.1,goco-N,top27934,0.18656282009495495,0.18511578221273706,714,8251,381,174
DRIVE,34,0.05,0.5,goco-N,top980,0.04787166856132374,0.04587231414817621,88,326,117,39
DRIVE,34,0.05,0.1,goco-N,top980,0.04787166856132374,0.04587231414817621,88,326,117,39
DRIVE,34,0.1,0.5,goco-N,top3555,0.09273341146293246,0.09477614325554312,196,1182,207,75
DRIVE,34,0.1,0.1,goco-N,top3126,0.08812142415958184,0.08870511435233332,189,1058,197,71
DRIVE,34,0.2,0.5,goco-N,top27934,0.19303017516909296,0.18643845746325566,733,8576,395,181
DRIVE,34,0.2,0.1,goco-N,top27934,0.19303017516909296,0.18643845746325566,733,8576,395,181
DRIVE,35,0.05,0.5,goco-N,top1268,0.051699507389162555,0.0487790817101162,140,392,135,49
