repeat,alpha,arm,label,fdp,correct,total,units
46,0.1,global-coarse,global_27.1593,0.08518527066184578,1295,2032,730
46,0.1,global-dense,global_27.0694,0.08592840474908327,1300,2043,734
46,0.1,goco-score,adapt_27.1593_to_23.0262_q0.05,0.0874900633382055,1310,2058,743
46,0.1,goco,adapt_27.1593_to_23.0262_q0.15,0.08588532451214195,1337,2084,752
46,0.1,goco-rank,top7261,0.07655011923994152,1624,2114,999
46,0.2,global-coarse,global_19.5221,0.14614232563344035,1917,3349,1050
46,0.2,global-dense,global_17.0145,0.17660033737578162,2192,4039,1168
46,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.17347793563464003,2187,4032,1157
46,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.17699684268343396,2192,3996,1171
46,0.2,goco-rank,top13828,0.17981285542674882,2627,4056,1484
47,0.05,global-coarse,global_37.7842,0.036379721517039776,772,1086,418
47,0.05,global-dense,global_33.8713,0.051801292407108235,945,1377,525
47,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.053353334871913224,977,1448,530
47,0.05,goco,adapt_37.7842_to_32.0342_q0.75,0.0500784675744288,1013,1467,532
47,0.05,goco-rank,top4337,0.04355950457727517,1093,1342,771
47,0.1,global-coarse,global_27.1593,0.09323973638997872,1307,2134,750
47,0.1,global-dense,global_26.2163,0.10079108649383284,1365,2247,791
47,0.1,goco-score,adapt_27.1593_to_23.0262_q0.15,0.09963869015565299,1392,2312,786
47,0.1,goco,adapt_27.1593_to_23.0262_q0.4,0.1003295125266046,1454,2386,812
47,0.1,goco-rank,top7261,0.0918461676539221,1664,2276,1082
47,0.2,global-coarse,global_19.5221,0.1634144234871214,1909,3501,1095
47,0.2,global-dense,global_16.7443,0.202048567121265,2208,4344,1244
47,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.19259702422868819,2185,4274,1209
47,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.19696471451721856,2213,4268,1236
47,0.2,goco-rank,top13828,0.18497041192517769,2681,4193,1571
48,0.05,global-coarse,global_37.7842,0.03152563017668026,737,1011,400
48,0.05,global-dense,global_33.8713,0.04875054491371131,900,1295,518
48,0.05,goco-score,adapt_37.7842_to_32.0342_q0.5,0.04375157063363848,910,1307,490
48,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03867810344385466,933,1308,480
48,0.05,goco-rank,top4337,0.04542926378952227,1061,1287,782
48,0.1,global-coarse,global_27.1593,0.09272687642639177,1296,2096,750
48,0.1,global-dense,global_26.2163,0.09993653357950612,1337,2182,782
48,0.1,goco-score,adapt_27.1593_to_23.0262_q0.275,0.10049273021001615,1377,2272,785
48,0.1,goco,adapt_27.1593_to_23.0262_q0.4,0.09758340385157832,1416,2276,794
48,0.1,goco-rank,top7261,0.08385029617662897,1602,2149,1021
48,0.2,global-coarse,global_19.5221,0.15822523644009912,1931,3463,1075
48,0.2,global-dense,global_16.7443,0.19828682356953764,2250,4316,1251
48,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.1915864363602651,2240,4285,1223
48,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.1849064792683532,2227,4161,1210
48,0.2,goco-rank,top13828,0.17552575319134286,2659,4139,1522
49,0.05,global-coarse,global_37.7842,0.03068300125650691,739,996,426
49,0.05,global-dense,global_33.8713,0.04758340385157833,901,1269,539
49,0.05,goco-score,adapt_37.7842_to_32.0342_q0.6,0.04344154678565019,917,1297,516
49,0.05,goco,adapt_37.7842_to_32.0342_q0.6,0.03778957355694028,925,1272,503
49,0.05,goco-rank,top4337,0.04365425545554786,1031,1317,743
49,0.1,global-coarse,global_27.1593,0.08992730210016156,1275,2002,763
49,0.1,global-dense,global_26.6395,0.09423686437418263,1296,2050,783
49,0.1,goco-score,adapt_27.1593_to_23.0262_q0.1,0.0944930379259943,1323,2102,788
49,0.1,goco,adapt_27.1593_to_23.0262_q0.35,0.09593622586352796,1410,2212,828
49,0.1,goco-rank,top7261,0.08116341117148872,1594,2210,1019
49,0.2,global-coarse,global_19.5221,0.15681727265733728,1880,3362,1102
49,0.2,global-dense,global_16.7443,0.19966916856254496,2180,4198,1251
49,0.2,goco-score,adapt_19.5221_to_16.5512_q0.75,0.19073364707451945,2160,4144,1219
49,0.2,goco,adapt_19.5221_to_16.5512_q0.75,0.19641576248199835,2161,4108,1241
49,0.2,goco-rank,top13828,0.18078605921093804,2686,4229,1526
